Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.08739908739908739;1;3
Wir in Europa sind bis heute noch privilegiert , weil wir den Golfstrom haben und der Golfstrom noch funktioniert . ;129 4 365 87 162 64 613 0 14 469 42 33 0 95 20 5 0 613 3897 25;To this day , we in Europe remain in the privileged position of having the Gulf Stream , and the Gulf Stream still does its stuff . ;1262 124 886 20 318 3 135 677 3 4 10299 707 12 1071 4 9649 27105 20 53 4 9649 27105 639 456 170 25787 26;We in Europe are to because we have and the work . ;40 3 135 41 37 481 318 113 53 4 231 26;5.891200950068866e-15;1;3
Wir haben zum Glück den Golfstrom . ;129 95 587 8518 33 0 25;We are fortunate in having the Gulf Stream . ;40 41 14519 3 1071 4 9649 27105 26;We have . ;40 113 26;4.4415771747178845e-05;1;5
Aber wir leiden wie die anderen auch unter dem Treibhauseffekt . ;1559 42 5830 420 16 1242 188 92 61 4808 25;But in common with others , we too are having to endure the greenhouse effect . ;1846 3 274 46 1500 20 318 404 41 1071 37 16764 4 2090 2454 26;But we from besets and other here , the greenhouse phenomenon . ;1846 318 186 15419 53 731 712 20 4 2090 4011 26;6.056793097870269e-07;1;2
Dieser ist - so schwierig es ist , die Klimaveränderung mit Rechenexempeln zu demonstrieren - zum Teil von Menschen gemacht . ;1041 7 625 208 991 27 7 14 16 12616 131 0 28 8586 625 587 1293 46 1246 1213 25;This is partly the work of human hand , as difficult as it is to demonstrate climate change using calculations . ;162 28 1967 4 231 12 285 728 20 21 89 21 86 28 37 4841 2647 140 923 5140 26;is difficult is - Part by people . ;28 89 28 638 10097 10 420 26;3.2657823695210605e-18;1;3
Wir müssen mehr auf die Richtlinien der Kyotoer Umweltkonferenz achten . ;129 317 68 9 16 2307 5 0 0 754 25;We must take more account of the guidelines produced at the Kyoto environmental conference . ;40 347 689 65 2179 12 4 1659 1133 242 4 2318 933 1114 26;We must more Union directives specific respect . ;40 347 65 276 1432 428 1032 26;2.0126426703434735e-08;1;3
Wir müssen den CO2-Ausstoß herunterbringen , erneuerbare Energie einsetzen und generell in diesem Zusammenhang fragen , wie es den Wäldern Europas geht . ;129 317 33 0 0 14 11896 968 3694 20 2777 4 137 931 805 14 420 27 33 9135 126 417 25;We must reduce CO2 emissions , employ renewable energies , and generally make enquiries , in this connection , as to how the forests of Europe are faring . ;40 347 2701 6480 2092 20 3782 1268 1269 20 53 4883 119 18174 20 3 124 2252 20 21 37 431 4 4513 12 135 41 0 26;We must renewable energy and general this European forest . ;40 347 1268 974 53 1770 124 193 8401 26;1.992949398918387e-15;1;3
Herr Präsident ! Ich meine , wir müssen vor allem die Opfer beklagen . ;53 54 58 107 836 14 42 317 96 295 16 275 3075 25;Mr President , I think we should firstly express our sorrow for the victims . ;47 58 20 117 377 318 33 1399 1307 154 9182 61 4 283 26;Mr President , I think we must victims . ;47 58 20 117 377 318 347 283 26;8.167057071464133e-08;1;3
Sie sind ein unwiederbringlicher Verlust . ;394 87 67 0 5051 25;This is an irreparable loss . ;162 28 13 25751 9525 26;They are a waste of . ;851 41 35 2212 12 26;0.0008529801430663772;1;2
Zum zweiten begrüßen wir die Solidarität zwischen den französischen Departements und Städten und die der übrigen Länder mit Frankreich , welches das am stärksten betroffene Land ist . ;1099 3065 29 42 16 776 192 33 3147 17045 20 1894 20 16 5 1043 1527 131 482 14 2452 15 721 6446 18005 817 7 25;Secondly , we welcome the solidarity between the French departments and citizens , and the solidarity of other countries with France , which is the country worst affected . ;1971 20 318 530 4 1877 201 4 1011 3696 53 333 20 53 4 1877 12 731 715 46 495 20 15 28 4 788 6806 1233 26;we welcome solidarity between the French and and other countries most country affected is . ;318 530 1877 201 4 1011 53 53 731 715 304 788 1233 28 26;4.409265663265009e-22;1;3
Die erste erkennt der Herr Kommissar meiner Meinung nach implizit in seiner Rede an , wenn er sich fragt , ob es sich um natürliche Katastrophen handelt oder nicht . ;37 449 4709 5 53 1177 1712 1057 147 0 4 696 1208 113 14 278 700 180 7022 14 1469 27 180 390 2979 4393 2592 69 315 25;I believe that the first one was implicitly recognised by the Commissioner in his speech when he wondered whether these catastrophes are natural or not . ;117 208 31 4 457 413 834 4974 1025 10 4 1168 3 706 2827 363 711 2504 1142 84 28247 41 2487 66 77 26;The first recognises the Commissioner believe in its wonders whether natural or not . ;226 457 4255 4 1168 208 3 170 34066 1142 2487 66 77 26;4.065996814373595e-17;1;3
Das heißt , daß die Experten immer stärker davon überzeugt sind , daß die Klimaänderung und die Handlungen des Menschen insgesamt mit dem Ansteigen der Naturkatastrophen in den letzten Jahren zu tun haben . ;157 1819 14 30 16 3819 671 1543 921 3161 87 14 30 16 13202 20 16 8724 50 1246 2534 131 61 19095 5 6258 4 33 1092 741 28 800 95 25;That is to say that experts are ever more convinced that climate change and human activities , in general terms , are linked to the increase seen in natural disasters in recent years . ;1014 28 37 471 31 3577 41 790 65 3543 31 2647 140 53 285 2068 20 3 1770 1854 20 41 4195 37 4 650 2406 3 2487 4110 3 2019 397 26;The you mean that the that the climate change and of the in general the in the last years . ;226 448 2570 31 4 31 4 2647 140 53 12 4 3 1770 4 3 4 1416 397 26;1.408682755423105e-22;1;3
In der Tat ist die Temperatur in diesem letzten Jahrzehnt stärker angestiegen als im Rest des Jahrhunderts . ;437 5 88 7 16 14536 4 137 1092 1953 1543 13691 354 73 10330 50 7789 25;In fact , over the last decade , the temperature has risen more than in the rest of the century . ;451 531 20 96 4 1416 1869 20 4 19137 76 8750 65 422 3 4 1964 12 4 2208 26;In fact , is the this final decade greater increased than of the century . ;451 531 20 28 4 124 3149 1869 1034 2104 422 12 4 2208 26;2.2404606188962604e-11;1;4
Deshalb muß Europa sich eindeutig zu dem Protokoll von Kyoto verpflichten und konkrete Vorschläge vorlegen . ;1010 334 365 180 1240 28 61 899 46 2468 4084 20 2551 238 2464 25;Therefore Europe must be clearly committed to the Kyoto Protocol and make specific proposals . ;939 135 347 8 1024 5335 37 4 2318 917 53 119 428 248 26;therefore must Europe the Kyoto and proposals . ;29 347 135 4 2318 53 248 26;1.668936614554436e-11;1;3
Außerdem muß eine außerordentliche Haushaltslinie angewendet werden , weil auch die Katastrophensituation eine außerordentliche Situation ist . ;624 334 211 6581 5540 904 115 14 469 188 16 0 211 6581 72 7 25;Furthermore , we should utilise an extraordinary budget line , since this is an extraordinarily catastrophic situation . ;637 20 318 33 6825 13 7882 2120 3110 20 107 124 28 13 13563 12715 69 26;Moreover , must a applied because also a situation . ;3266 20 347 35 2799 481 342 35 69 26;9.976547325966773e-13;1;3
Es ist bedauerlich , daß wir über kein Instrument verfügen , mit dem wir in einer solchen Situation Hilfe leisten könnten . ;416 7 7403 14 30 42 153 1674 1896 1885 14 131 61 42 4 456 335 72 2018 1961 1892 25;It is regrettable that we do not have any instrument with which to give assistance in situations like this . ;27 28 3536 31 318 580 77 113 452 251 46 15 37 477 3175 3 576 118 124 26;It is regrettable that we did not a an instrument we a situation provide assistance could to . ;27 28 3536 31 318 823 77 35 13 251 318 35 69 1692 3175 461 37 26;1.1575618204918685e-16;1;3
Das halte ich für wichtig . ;157 1115 210 32 1047 25;That is important . ;1014 28 183 26;This think I important . ;162 377 117 183 26;0.0001620489342949782;1;3
Außerdem sollten wir bedenken , daß wir in der Vergangenheit eine entsprechende Haushaltslinie hatten , die allerdings sehr klein war . ;624 1614 42 1744 14 30 42 4 5 1775 211 1397 5540 140 14 16 304 510 11330 818 25;The other thing we should remember is that we did have a budget line in the past . It was very small . ;226 731 1883 318 33 1273 28 31 318 823 113 35 2120 3110 3 4 1743 26 27 834 372 1021 26;Moreover , should we that we past had too small very was . ;3266 20 33 318 31 318 1743 442 404 1021 372 834 26;1.1680434798734493e-15;1;3
So kam denn bei der Abschaffung dieser Haushaltslinie keine allzu große Traurigkeit auf . ;1954 4517 568 228 5 4750 82 5540 80 1654 580 14443 9 25;So there was not much sympathy for this budget line when it was abolished . ;724 672 834 77 781 6527 61 124 2120 3110 363 86 834 9979 26;the abolition these budget line considerable sadness . ;4 4428 84 2120 3110 1558 22043 26;1.9997620235718298e-12;1;4
Ich denke , wir sollten diese Haushaltslinie wieder aufleben lassen . ;107 362 14 42 1614 127 5540 91 0 680 25;I think we should reinstate this budget line . ;117 377 318 33 19411 124 2120 3110 26;I think we should budget line . ;117 377 318 33 2120 3110 26;2.4858271377020697e-06;1;3
Dieselbe Situation bot sich bei den Überschwemmungen in Frankreich und auch jetzt wieder . ;0 72 15411 180 228 33 2926 4 482 20 188 949 91 25;The same when the floods came in France and the same again now . ;226 962 363 4 2712 925 3 495 53 4 962 1301 362 26;situation the floods in France and . ;69 4 2712 3 495 53 26;2.5048164332098275e-11;1;3
Wir können die Mittel über Jahre ansparen und sicherstellen , daß wir bei Bedarf über ein entsprechendes Instrument verfügen . ;129 311 16 1334 153 385 0 20 3140 14 30 42 228 2337 153 67 9654 1896 1885 25;We can save it from year to year and ensure that when something major happens we have an instrument to deal with it . ;40 6 3744 86 186 1013 37 1013 53 770 31 363 2472 1020 4932 318 113 13 251 37 321 46 86 26;We can the of this allocations , and ensure that we demand a instrument . ;40 6 4 12 124 17496 20 53 770 31 318 2915 35 251 26;2.086301793220599e-14;1;3
Wir hatten auch Überschwemmungen in Irland , und ich möchte den Betroffenen in Irland mein Mitgefühl aussprechen . ;129 140 188 2926 4 1093 14 20 210 108 33 6200 4 1093 1459 7085 5607 25;We had floods in Ireland also and I want to express my sympathy with the people in Ireland who suffered from these . ;40 442 2712 3 353 342 53 117 738 37 1307 844 6527 46 4 420 3 353 287 2979 186 84 26;We had also floods in Ireland and I would like the people in Ireland I have sympathy with . ;40 442 342 2712 3 353 53 117 427 118 4 420 3 353 117 113 6527 46 26;1.3601679652822049e-13;1;3
Werte Kolleginnen und Kollegen , wir sollten alle miteinander nicht an Gedächtnisschwund leiden . ;4624 56 20 57 14 42 1614 706 2197 315 113 0 5830 25;Ladies and gentlemen , none of us must forget what has taken place . ;4326 53 1170 20 4264 12 295 347 1820 467 76 855 856 26;and we should all interlinked . ;53 318 33 223 27734 26;2.5824352829144303e-08;1;3
Es stimmt , daß es eine gemeinsame Entscheidung der Kommission und des Parlament zur Streichung der Haushaltslinien für Soforthilfe gab . ;416 2683 14 30 27 211 321 809 5 219 20 50 63 222 6043 5 9357 32 11687 3271 25;It is true that there was a joint decision by the Council and Parliament seeking to discontinue emergency lines . ;27 28 87 31 672 834 35 1532 49 10 4 143 53 64 2038 37 8061 3750 4120 26;Parliament It is true that common decision Commission and remove for . ;64 27 28 87 31 274 49 227 53 4523 61 26;4.0192211327246744e-14;1;3
Den Staaten bleibt lediglich die Rolle , als kommunizierende Röhren zu fungieren und auf der einen Seite das wegzunehmen , was sie auf der anderen Seite geben . ;3636 78 310 3333 16 1269 14 354 0 0 28 2832 20 9 5 232 357 15 0 14 184 241 9 5 1242 357 66 25;It is nothing more than the States playing at taking from Peter in order to give to Paul . ;27 28 1649 65 422 4 75 9390 242 594 186 9296 3 735 37 477 37 9371 26;is still only the to act as and side the other giving . ;28 639 7 4 37 34 21 53 374 4 731 1105 26;1.3906415498299038e-22;1;3
Das ist nicht genug , und ich freue mich , daß Herr Barnier hier eine Idee angesprochen hat , die mir am Herzen liegt und die ich auch gegenüber der Presse in Bordeaux schon geäußert habe - die Erarbeitung einer verstärkten europäischen Zivilschutzpolitik . ;157 7 315 1878 14 20 210 2303 1290 14 30 53 2378 531 211 4512 128 120 14 16 940 721 6277 644 20 16 210 188 136 5 6431 4 0 2047 1324 284 625 16 4820 456 2689 779 0 25;This is inadequate , and I am personally delighted that Mr Barnier has stated an idea close to my heart and which , moreover , I expressed when I told the press in Bordeaux what I am hoping for , and that is the establishment of a reinforced policy of European civil security . ;162 28 1102 20 53 117 681 2618 3836 31 47 2242 76 1697 13 2012 4602 37 844 6603 53 15 20 4447 20 117 1131 363 117 293 4 3367 3 30217 467 117 681 3672 61 20 53 31 28 4 325 12 35 2749 552 12 193 2768 17 26;This is not and I look forward that Mr Barnier a idea raised and I the in several - European . ;162 28 77 53 117 690 1885 31 47 2242 35 2012 446 53 117 4 3 182 638 193 26;5.086771784952284e-34;1;5
Herr Präsident , Herr Kommissar , meine lieben Kolleginnen und Kollegen ! Verglichen mit der Häufigkeit , mit der Stürme in anderen Weltregionen auftreten , werden wir in Europa relativ verschont . ;53 54 14 53 1177 14 836 13177 56 20 57 58 0 131 5 4735 14 131 5 0 4 1242 0 3587 14 115 42 4 365 4752 14921 25;Mr President , Commissioner , when we compare the frequency with which storms occur in other parts of the world with our own situation , we see that Europe gets off relatively lightly . ;47 58 20 1168 20 363 318 9653 4 10647 46 15 6407 6670 3 731 2045 12 4 361 46 154 1195 69 20 318 1351 31 135 5861 1005 5619 14362 26;Mr President Mr Commissioner , gentlemen and the , the in other may appear we Europe revenge . ;47 58 47 1168 20 1170 53 4 20 4 3 731 319 4179 318 135 1070 26;2.566220072749177e-19;1;2
Trotzdem haben die Stürme in der letzten Dezemberwoche gezeigt , welche Folgen sie haben können und daß auf uns noch große Probleme zukommen werden . ;3406 95 16 0 4 5 1092 0 759 14 979 2344 241 95 311 20 30 9 285 613 580 374 10901 115 25;Nevertheless , the storms that took place in the last week of December showed us what the consequences can be and that there are major problems in store for us . ;4144 20 4 6407 31 1496 856 3 4 1416 1771 12 238 1517 295 467 4 2214 6 8 53 31 672 41 1020 388 3 2548 61 295 26;Nevertheless , have the in the last have them can and that us . ;4144 20 113 4 3 4 1416 113 161 6 53 31 295 26;9.286061250759547e-19;1;3
Alle , die nach Straßburg mit dem Auto oder mit der Bahn angereist sind , konnten sich davon überzeugen , wie auch im Elsaß der Sturm gewütet hat . ;2687 14 16 147 2547 131 61 1375 69 131 5 7471 0 87 14 85 180 921 4687 14 420 188 73 0 5 6935 0 120 25;Anyone travelling to Strasbourg by car or by rail would have been able to see for themselves that storms raged in Alsace as well . ;3531 8652 37 2380 10 754 66 10 4425 427 113 78 79 37 1351 61 2941 31 6407 0 3 19714 21 22 26;All , Strasbourg with the cars or the railways , also the storm . ;918 20 2380 46 4 1345 66 4 7003 20 342 4 15783 26;2.039907248836889e-23;1;3
Jeder von uns weiß , daß morgen eine andere Region in Europa genauso davon betroffen sein kann . ;369 46 285 753 14 30 530 211 825 6 4 365 823 921 4297 1035 371 25;Each and every one of us knows that any other region of Europe could meet with just such a fate tomorrow . ;14470 53 996 413 12 295 1756 31 452 731 5 12 135 461 2550 46 340 972 35 4029 1182 26;Everyone of us that tomorrow another region in Europe . ;3483 12 295 31 1182 1941 5 3 135 26;6.009063691973777e-13;1;5
Denn jeder weiß , daß es hier zu noch größeren Katastrophen kommen kann , wenn das Schadholz zu lange im Wald bleibt . ;2082 1861 753 14 30 27 531 28 613 3580 4393 1374 371 14 278 15 0 28 389 73 6923 310 25;For it is common knowledge that we could have an even greater disaster on our hands if the fallen timber were to be left in the forests too long . ;1671 86 28 274 1818 31 318 461 113 13 976 1034 3898 82 154 2812 121 4 6810 6403 114 37 8 1409 3 4 4513 404 405 26;everyone know that yet greater disasters cannot waited fairly . ;885 335 31 418 1034 4110 684 15507 4432 26;2.555729049381219e-16;1;3
Daher ist die Aufarbeitung des Schadholzes noch vor Beginn der wärmeren Jahreszeit unbedingt notwendig . ;1897 7 16 0 50 0 613 96 2802 5 0 0 1223 1853 25;That is why it is absolutely essential to deal with the fallen timber before the warmer weather arrives . ;1014 28 710 86 28 1939 1259 37 321 46 4 6810 6403 101 4 25160 4662 30581 26;therefore is the by the . ;29 28 4 10 4 26;1.3446270619588092e-13;1;4
Denn wir wissen alle , wie lange ein Baum zum Wachsen braucht . ;2082 42 887 706 14 420 389 67 0 587 0 5664 25;For we all know how long it takes a tree to grow . ;1671 318 223 335 431 405 86 1012 35 9837 37 3546 26;we know all everybody long a needs . ;318 335 223 3488 405 35 298 26;8.880151684090023e-11;1;2
Ferner möchte ich darauf hinweisen , daß es in der Forstwirtschaft sicher nicht nur um die Holzerzeugung geht , sondern daß vor allem in einigen Regionen der Schutz- und Bannwald ein wesentlicher Faktor ist . ;5543 108 210 561 1249 14 30 27 4 5 10645 854 315 8 390 16 0 417 14 326 30 96 295 4 534 1692 5 0 20 0 67 1850 3013 7 25;In addition , I would like to point out that the forestry industry is certainly not just about timber production , for barrier woodland and woodland that acts as a shield against avalanches also constitute an important factor in certain regions . ;451 1212 20 117 427 118 37 1089 1073 31 4 6399 3147 28 2292 77 340 339 6403 1448 20 61 12938 11755 53 11755 31 4655 21 35 13272 177 37021 342 4917 13 183 4099 3 394 1723 26;also would like I point out that the forestry certainly only the but that in some of the and a essential factor is . ;342 427 118 117 1089 1073 31 4 6399 2292 7 4 322 31 3 149 12 4 53 35 1259 4099 28 26;1.1979148487065548e-27;1;3
( Der Präsident entzieht der Rednerin das Wort . ) ;884 376 54 5045 5 5046 15 1500 25 886;( The President cut the speaker off ) ;900 226 58 750 4 4672 1005 902;( The President cut the off the speaker . ) ;900 226 58 750 4 1005 4 4672 26 902;0.0007153556917787307;1;3
Herr Präsident , ich spreche allen Betroffenen der schweren Stürme unser tiefstes Mitgefühl aus . ;53 54 14 210 1782 216 6200 5 1645 0 827 0 7085 181 25;Mr President , I extend our deepest sympathy to all of those who were affected by the storms . ;47 58 20 117 3080 154 3282 6527 37 223 12 1241 287 114 1233 10 4 6407 26;Mr President I those involved all our . ;47 58 117 1241 225 223 154 26;1.7036762872089248e-10;1;4
Manchmal sind wir in der Gemeinschaft nicht sonderlich gut darüber informiert , was in anderen Ländern passiert . ;11207 87 42 4 5 2590 315 16396 2210 1912 4480 14 184 4 1242 727 3730 25;Sometimes within the Community we do not actually have an awareness of what is happening in other countries . ;3574 561 4 250 318 580 77 2004 113 13 2126 12 467 28 3158 3 731 715 26;Sometimes are we Community information well other countries happens . ;3574 41 318 250 204 22 731 715 4932 26;8.83175478143006e-13;1;3
So wurde in Irland kaum über das Tankerunglück berichtet . ;1954 412 4 1093 604 153 15 0 4256 25;We had very little coverage in Ireland of the tanker that sank . ;40 442 372 620 12212 3 353 12 4 17810 31 18042 26;hardly which . ;7016 15 26;2.8150326350755776e-08;1;3
Man hat mich gebeten , etwas zu den Folgen der Stürme in Irland zu sagen . ;361 120 1290 4016 14 558 28 33 2344 5 0 4 1093 28 436 25;I was asked to highlight the result of the storms in Ireland . ;117 834 314 37 5646 4 1291 12 4 6407 3 353 26;We asked me the consequences in Ireland . ;40 314 766 4 2214 3 353 26;2.5939133773724462e-12;1;3
Ich möchte deshalb darum bitten , daß man in diesem speziellen Fall auch an Irland denkt . ;107 108 1520 419 5535 14 30 201 4 137 1999 908 188 113 1093 13074 25;So I ask that Ireland be remembered in this particular case . ;724 117 708 31 353 8 3973 3 124 438 922 26;I would like therefore ask to that specific case as Ireland . ;117 427 118 29 708 37 31 428 922 21 353 26;8.094430108162571e-13;1;3
Ich danke dem Kommissionsmitglied . Er hat meine volle Unterstützung für eine europäische Eingriffseinheit . ;107 3156 61 1786 25 693 120 836 1504 125 32 211 748 0 25;I thank the Commissioner and support him very much in his European protection force . ;117 449 4 1168 53 133 2247 372 781 3 706 193 253 2974 26;I thank . my support for European . ;117 449 26 844 133 61 193 26;6.40988983280225e-09;1;3
Wir wollen sicher keine Marktordnung für Wälder , aber wir müssen eventuell ein System anstoßen , vielleicht auch in Zusammenarbeit mit der privaten Versicherungswirtschaft , mit dem solche Auswirkungen in irgendeiner Weise für die Betroffenen abgemildert werden können . ;129 90 854 80 6711 32 9132 14 383 42 317 5135 67 829 0 14 1653 188 4 191 131 5 682 0 14 131 61 866 2366 4 4201 799 32 16 6200 0 115 311 25;We certainly do not want market organisation for forests , but maybe we should set up a system , perhaps in conjunction with the private insurance sector , which will make it possible to mitigate the implications for the victims in some way . ;40 2292 580 77 738 1266 4094 61 4513 20 322 6807 318 33 115 890 35 848 20 704 3 7478 46 4 691 3145 692 20 15 125 119 86 209 37 3936 4 3819 61 4 283 3 149 486 26;We want sure no organization market for but we must could perhaps a system perhaps also in cooperation with the such in for . ;40 738 999 740 33573 1266 61 322 318 347 461 704 35 848 704 342 3 197 46 4 972 3 61 26;1.1632215913592119e-28;1;3
Wir werden leider auch in Zukunft mit weiteren derart schweren Katastrophen rechnen müssen . ;129 115 3281 188 4 1236 131 2043 579 1645 4393 5192 317 25;Unfortunately , we can expect there to be repeat performances of this kind of major disaster in the future . ;4237 20 318 6 645 672 37 8 966 0 12 124 2563 12 1020 3898 3 4 959 26;We will unfortunately future using other through severe disasters . ;40 125 1673 959 923 731 751 3317 4110 26;1.0056837040389773e-09;1;3
Die Aussprache ist geschlossen . ;37 262 7 1209 25;That concludes the debate . ;1014 4363 4 269 26;The debate is closed . ;226 269 28 1205 26;0.16310573598475483;1;2
Die Abstimmung findet am Donnerstag um 12 . 00 Uhr statt . ;37 1190 900 721 1672 390 167 25 1192 1193 934 25;The vote will be taken at noon on Thursday . ;226 1181 125 8 855 242 4163 82 1644 26;The vote will take place on Thursday place at 12 noon . ;226 1181 125 689 856 82 1644 856 242 173 4163 26;5.267893940316043e-06;1;5
Nach der Tagesordnung folgen die Mitteilung zur Lebensmittelsicherheit und eine Erklärung der Kommission . ;2212 5 1002 2010 16 261 222 526 20 211 896 5 219 25;The next item is the communication on food safety and a statement by the Commission . ;226 1260 3063 28 4 270 82 551 360 53 35 571 10 4 227 26;The item is the food safety and Commission declaration . ;226 3063 28 4 551 360 53 227 6509 26;3.275854925024251e-10;1;4
Herr Präsident , ich freue mich sehr , daß ich heute erstmals Gelegenheit habe , das Parlament über die wichtigsten Punkte des am vergangenen Mittwoch , dem 12 . Januar , angenommenen Weißbuchs der Kommission zur Lebensmittelsicherheit , das ich gemeinsam mit meinem Kollegen Herrn Liikanen vorgestellt hatte , zu informieren . ;53 54 14 210 2303 1290 510 14 30 210 64 11320 141 284 14 15 63 153 16 3362 400 50 721 1810 5936 14 61 167 25 2448 14 2290 6366 5 219 222 526 14 15 210 2731 131 849 57 143 5860 539 2441 14 28 1523 25;Mr President , I am very pleased to take this first available opportunity of outlining to Parliament the main lines of the Commission s White Paper on food safety , adopted on Wednesday last , 12 January , in association with my colleague , Mr Liikanen . ;47 58 20 117 681 372 4118 37 689 124 457 2103 688 12 4226 37 64 4 521 4120 12 4 227 24 4209 4210 82 551 360 20 1376 82 5460 1416 20 173 4368 20 3 9932 46 844 1436 20 47 5388 26;Mr President I look forward very that I Parliament by the Wednesday , twelve . , White Paper Commission food safety I my Mr Liikanen . ;47 58 117 690 1885 372 31 117 64 10 4 5460 20 6816 26 20 4209 4210 227 551 360 117 844 47 5388 26;3.1915030533586993e-34;1;3
In meiner Anhörung im September vergangenen Jahres sagte ich einen raschen Abschluß der Arbeit am Weißbuch zu . ;437 1712 4711 73 9041 1810 1007 576 210 232 5613 1009 5 223 721 4509 28 25;At my hearing last September , I promised speedy delivery of this White Paper . ;127 844 2303 1416 7695 20 117 4046 4106 5014 12 124 4209 4210 26;In my year he said that Please rapid conclusion the end , work . ;451 844 1013 711 532 31 6357 5165 1010 4 349 20 231 26;7.144665531962539e-14;1;3
Ich freue mich , daß uns das so schnell gelungen ist . ;107 2303 1290 14 30 285 15 208 434 1332 7 25;I am happy that we have been able to deliver so quickly . ;117 681 6341 31 318 113 78 79 37 3172 1097 1865 26;I am pleased that this good work rapid failed . ;117 681 4118 31 124 30 231 5165 3813 26;1.814152841124528e-07;1;3
Das Weißbuch ist das Ergebnis intensiver Arbeit , die die neue Kommission in den drei bis vier Monaten seit ihrer Ernennung im September des letzten Jahres geleistet hat . ;157 4509 7 15 1164 7660 223 14 16 16 402 219 4 33 1112 162 712 993 872 93 1094 73 9041 50 1092 1007 3159 120 25;The White Paper represents three to four months of intensive work since the new Commission was appointed last September . ;226 4209 4210 3278 1107 37 721 995 12 5889 231 107 4 416 227 834 3576 1416 7695 26;The White Paper is the result intense work the new Commission in the three four months has they of the . ;226 4209 4210 28 4 1291 8847 231 4 416 227 3 4 1107 721 995 76 108 12 4 26;2.9785826335087713e-22;1;3
Das Weißbuch berücksichtigt zudem die Bedenken dieses Parlaments , die Sie sowohl gegenüber Präsident Prodi als auch mir gegenüber bei zahlreichen Gelegenheiten , bei denen wir seit Ernennung der Kommission das Thema Lebensmittelsicherheit diskutiert haben , zum Ausdruck brachten . ;157 4509 1103 2109 16 577 207 572 14 16 394 1051 136 54 757 354 188 940 136 228 4326 13309 14 228 246 42 872 1094 5 219 15 414 526 933 95 14 587 811 14851 25;The White Paper also reflects the concerns of this Parliament which you have outlined to both President Prodi and myself on the numerous occasions we have debated food safety in this House since the Commission was appointed . ;226 4209 4210 342 3465 4 483 12 124 64 15 448 113 8811 37 593 58 773 53 1330 82 4 2801 3261 318 113 3866 551 360 3 124 1479 107 4 227 834 3576 26;am The White Paper also this Parliament s your President Prodi we had been since Commission food . ;681 226 4209 4210 342 124 64 24 1234 58 773 318 442 78 107 227 551 26;7.068444657994017e-33;1;3
Als ich das Weißbuch in der vergangenen Woche vorstellte , sagte ich , daß der Einkaufswagen eine der schlagkräftigsten Waffen überhaupt darstellt . ;2358 210 15 4509 4 5 1810 1811 0 14 576 210 14 30 5 0 211 5 0 3915 701 4178 25;When I launched the White Paper last week I said that the shopping trolley is one of the most potent weapons on the face of the earth . ;660 117 4392 4 4209 4210 1416 1771 117 532 31 4 12499 0 28 413 12 4 304 29000 3650 82 4 1587 12 4 8107 26;As I the White Paper in the last I that the such weapons at all represents a . ;292 117 4 4209 4210 3 4 1416 117 31 4 972 3650 242 223 3278 35 26;3.888797034684866e-18;1;3
Die kritischsten Entscheidungen werden durch die europäischen Verbraucher getroffen . ;37 0 1888 115 189 16 779 2132 1399 25;The most discerning decisions are made by the consumers of Europe . ;226 304 27452 441 41 228 10 4 1956 12 135 26;The decisions European consumers . ;226 441 193 1956 26;1.7154085287135085e-07;1;3
Leidet ihr Vertrauen , so widerspiegelt sich das in ihrem Kaufverhalten . ;0 1401 1132 14 208 7690 180 15 4 763 0 25;If their confidence is damaged this is reflected in shopping decisions . ;324 111 1121 28 17013 124 28 3177 3 12499 441 26;it confidence the . ;86 1121 4 26;2.2167378269934386e-08;1;6
Dies wiederum hat dramatische Auswirkungen auf Landwirte , Erzeuger und die Branche ganz allgemein . ;1045 4283 120 4298 2366 9 1881 14 5368 20 16 3689 109 3007 25;This in turn has a dramatic effect on farmers , producers and industry generally . ;162 3 1852 76 35 2838 2454 82 1817 20 4685 53 3147 4883 26;Farmers , and generally . ;20552 20 53 4883 26;7.627228387380446e-15;1;2
In einer Branche mit einem Jahresumsatz von ca . 600 Mrd . EUR kann sich schon der kleinste Rückgang der Kauffreudigkeit massiv auswirken . ;437 456 3689 131 48 0 46 6302 25 7032 7286 25 11229 371 180 2047 5 7231 5191 5 0 9751 1832 25;In an industry worth some EUR 600 billion annually , even a slight dip in confidence levels can have significant effects . ;451 13 3147 7026 149 172 6479 2494 3711 20 976 35 7052 0 3 1121 2077 6 113 1278 1511 26;In industry of 1 approximately . EUR simplest in of . ;451 3147 12 1180 4025 26 172 25504 3 12 26;2.6152709402821047e-17;1;3
Im Landwirtschafts- und Ernährungssektor sind mehr als zehn Millionen Menschen tätig . ;1163 0 20 0 87 68 354 3123 1361 1246 3701 25;Between the agro-food sector and the farming sector there are over 10 million employees . ;8891 4 11864 692 53 4 1757 692 672 41 96 1465 174 305 26;In and are which more than involved people . ;451 53 41 15 65 422 225 420 26;6.673147921546663e-09;1;3
