Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.17638398115429918;1;1
Hinzu kommt die puritanische Abwegigkeit das deutsche Europa des Nordens , das Europa der Lutheraner , der Calvinisten und der Quäker will uns seine moralische Ordnung aufzwingen . ;10938 1078 16 0 0 15 1450 365 50 9666 14 15 365 5 0 14 5 0 20 5 0 236 285 164 5519 2980 14456 25;Next we have the Puritan shift the Teutonic Europe of the North , the Europe of the Lutherans , Calvinists and Quakers , wishes to inflict its moral order on us . ;10984 318 113 4 0 5644 4 0 135 12 4 5255 20 4 135 12 4 0 20 0 53 0 20 1639 37 16762 170 4561 735 82 295 26;the the Europe and moral order impose . ;4 4 135 53 4561 735 4832 26;2.567549833234509e-21;1;2
Die Betrugs- und Korruptionsskandale der Vergangenheit haben das Vertrauen der Bürger Europas nachhaltig erschüttert . ;37 0 20 0 5 1775 95 15 1132 5 312 126 2617 10701 25;The fraud and corruption scandals of the past have had a profoundly damaging effect on the confidence of Europe s citizens . ;226 5567 53 11423 5522 12 4 1743 113 442 35 10659 11527 2454 82 4 1121 12 135 24 333 26;The and past the of Europe s citizen shocked sustainably . ;226 53 1743 4 12 135 24 3235 5450 19931 26;3.0180545413838343e-10;1;2
Dazu gehören nicht nur administrative , sondern auch strukturelle Veränderungen , das heißt , wir müssen die Instrumente schaffen , die überhaupt in der Lage sind , einen strafrechtlichen Schutz zu gewährleisten . ;965 966 315 8 6578 14 326 188 9413 1013 14 15 1819 14 42 317 16 5392 2299 14 16 701 4 5 2721 87 14 232 3323 2455 28 1431 25;This does not just mean administrative changes but also structural changes in other words we must create instruments which are actually capable of affording protection under criminal law . ;162 456 77 340 2570 3554 658 322 342 2251 658 3 731 1981 318 347 2082 1581 15 41 2004 1361 12 37777 253 1007 3176 2540 26;not only essentially administrative but structural changes we the instruments any in are . ;77 7 2782 3554 322 2251 658 318 4 1581 452 3 41 26;1.2537804166693858e-25;1;3
Die Regierungskonferenz 2000 bietet sich als Diskussionsforum dafür an . ;37 463 1360 3684 180 354 0 938 113 25;The Intergovernmental Conference 2000 will provide the appropriate forum for discussing this . ;226 473 474 1340 125 1692 4 1828 5463 61 5904 124 26;The Intergovernmental Conference 2000 . ;226 473 474 1340 26;6.972176035193914e-06;1;5
Nun kann man sich natürlich auf den Standpunkt stellen , Straf- und Strafverfahrensrecht sind genoide Materien des Rechts der Mitgliedstaaten und unter dem Regime des Subsidiaritätsprinzips nicht einmal andenkbar . ;919 371 201 180 915 9 33 1111 2117 14 0 20 0 87 0 0 50 2708 5 193 20 92 61 4087 50 8220 315 627 0 25;Now it is , of course , possible to take the view that criminal law and criminal proceedings law are intrinsically matters pertaining to the law of the Member States and it is quite unthinkable that they should be governed by the principle of subsidiarity . ;2537 86 28 20 12 931 20 209 37 689 4 277 31 3176 2540 53 3176 3869 2540 41 3163 1857 6090 37 4 2540 12 4 202 75 53 86 28 120 17132 31 108 33 8 4760 10 4 463 12 464 26;Now can the and are the right Member States and regimes of the principle subsidiarity . ;2537 6 4 53 41 4 871 202 75 53 801 12 4 463 464 26;4.9747489790531294e-24;1;7
Ich gehöre selbst ohne Zweifel zu den Verfechtern dieses Prinzips und zu den Gegnern jeder weiteren Ausweitung der Kompetenzen auf europäischer Ebene . ;107 13190 666 1482 3035 28 33 0 207 15949 20 28 33 17524 1861 2043 6410 5 4679 9 4673 635 25;There is no doubt that I myself am one of the advocates of this principle and one of those who oppose any further extension of competences at European level . ;1363 28 740 956 31 117 1330 681 413 12 4 5358 12 124 463 53 413 12 1241 287 3146 452 2180 5122 12 7782 242 193 648 26;I yourself one doubt the of this principle and every further increase at European level . ;117 6868 413 956 4 12 124 463 53 996 2180 650 242 193 648 26;1.7340246177781243e-16;1;3
Gerade im Zusammenhang mit den Forderungen an die Arbeit der Regierungskonferenz sollte der Schwerpunkt auf der Forderung einer klaren Kompetenzabgrenzung liegen . ;905 73 931 131 33 2294 113 16 223 5 463 694 5 3240 9 5 2166 456 3806 0 544 25;When it comes to the demands made on the Intergovernmental Conference agenda , it is the call for there to be clear delimitation of competences that should take centre stage . ;660 86 1076 37 4 2166 228 82 4 473 474 1001 20 86 28 4 1957 61 672 37 8 72 9483 12 7782 31 33 689 2153 1389 26;Intergovernmental Conference should strong emphasis with of a clear . ;473 474 33 604 1685 46 12 35 72 26;1.2003625110901143e-17;1;6
Herr Präsident , wird eine europäische Generalstaatsanwaltschaft finanzielle Betrügereien mit EU-Mitteln im Zusammenhang mit dem Fußball verhindern können ? ;53 54 14 139 211 748 0 123 7305 131 3141 73 931 131 61 7940 616 311 554;Mr President , will a European Public Prosecutor be able to abolish football fraud involving EU funds ? ;47 58 20 125 35 193 4434 6759 8 79 37 5458 7290 5567 2859 32 1238 577;Mr President , a European financial fraud with EU in prevent football ? ;47 58 20 35 193 131 5567 46 32 3 626 7290 577;1.5995490609447825e-13;1;3
Ich glaube nicht daran . ;107 209 315 941 25;I do not believe so . ;117 580 77 208 1097 26;I believe not . ;117 208 77 26;0.04954517182748665;1;4
Mit den vorhandenen Mitteln aber können wir viel erreichen . ;2688 33 2831 1251 383 311 42 303 84 25;On the other hand , we can go a long way using the existing tools . ;1906 4 731 728 20 318 6 423 35 405 486 923 4 3086 5016 26;With the existing but can accept our . ;303 4 3086 322 6 1608 154 26;9.765793229378718e-08;1;3
Der Aufbau von Eurojust soll dem von Europol entsprechen , und die Organisation soll bei Ermittlungen in Kriminalfällen helfen . ;376 306 46 12515 329 61 46 294 5517 14 20 16 2514 329 228 3438 4 0 3726 25;In the way it is structured , Eurojust should correspond to Europol and support investigations into crimes . ;451 4 486 86 28 1807 20 11946 33 3453 37 219 53 133 5647 847 7236 26;create of Eurojust is to Europol and the organisation is in help . ;2082 12 11946 28 37 219 53 4 4094 28 3 1903 26;4.512850296909484e-13;1;3
Solche Formen der praktischen Zusammenarbeit sind sehr wichtig . ;600 505 5 1742 191 87 510 1047 25;It is just such practical cooperation there is a need for . ;27 28 340 972 1715 197 672 28 35 789 61 26;Such of practical cooperation are very important . ;615 12 1715 197 41 372 183 26;8.754354714671074e-06;1;4
OLAF , Europol und das Übereinkommen über die Auslieferung und die gegenseitige Rechtshilfe müssen in vollem Umfang genutzt werden , und wenn das Übereinkommen über Betrugsfälle von 1995 von den Mitgliedstaaten ratifiziert worden ist , wird es uns ebenfalls eine große Hilfe sein . ;7299 14 294 20 15 3436 153 16 13186 20 16 1707 3417 317 4 5160 2232 3042 115 14 20 278 15 3436 153 7309 46 3301 46 33 193 9389 432 7 14 139 27 285 1437 211 580 2018 1035 25;OLAF , Europol and the Treaty on Extradition and Mutual Assistance in Criminal Matters should be used fully and , when the Fraud Convention from 1995 is at long last ratified in the Member States , we can also achieve a lot with this . ;6755 20 219 53 4 266 82 32572 53 22039 17716 3 1636 13977 33 8 1391 1186 53 20 363 4 15585 261 186 3032 28 242 405 1416 7065 3 4 202 75 20 318 6 342 646 35 2414 46 124 26;OLAF , Europol , and on and used and if on fraud cases of 1995 the Member States also a be aid . ;6755 20 219 20 53 82 53 1391 53 121 82 5567 1148 12 3032 4 202 75 342 35 8 1207 26;2.6366568058419857e-38;1;3
Ich stimme der Berichterstatterin vorbehaltlos zu Es ist völlig inakzeptabel , daß die meisten Mitgliedstaaten das Übereinkommen noch nicht ratifiziert haben . ;107 1626 5 3326 4938 28 416 7 1195 6759 14 30 16 3380 193 15 3436 613 315 9389 95 25;I nonetheless agree with the rapporteur that it is quite unacceptable that most Member States should still not have ratified this Agreement . ;117 3692 583 46 4 1287 31 86 28 120 4719 31 304 202 75 33 639 77 113 7065 124 4857 26;I agree with rapporteur is quite unacceptable that the most Member States the ratified . ;117 583 46 1287 28 120 4719 31 4 304 202 75 4 7065 26;3.4995378547596154e-14;1;3
Das ist einfach schlimm , und ich kann verstehen , daß die Leute ungeduldig werden und dann nach einer europäischen Generalstaatsanwaltschaft rufen . ;157 7 1717 846 14 20 210 371 4888 14 30 16 851 4174 115 20 569 147 456 779 0 3641 25;It is simply too bad , and I can well understand why people are becoming impatient and demanding that we have a common European Public Prosecutor s Office instead . ;27 28 1836 404 866 20 53 117 6 22 903 710 420 41 1873 3890 53 2229 31 318 113 35 274 193 4434 6759 24 5188 1059 26;The is simply and I can understand that people and European provoke . ;226 28 1836 53 117 6 903 31 420 53 193 6625 26;1.430975112674078e-15;1;2
Damit würde man allerdings einen sehr schwerfälligen Apparat aufbauen . ;1528 594 201 304 232 510 0 0 8767 25;However , it would be quite a mammoth task to establish such an Office . ;843 20 86 427 8 120 35 17162 294 37 3092 972 13 5188 26;would very . ;427 372 26;6.72675593270524e-08;1;3
Was wir brauchen , ist eine bessere interne Kontrolle und mehr Kündigungsmöglichkeiten . ;637 42 775 14 7 211 2614 5565 204 20 68 0 25;Instead , there is a need for proper internal control and the ability to sack people more easily . ;947 20 672 28 35 789 61 1118 1402 218 53 4 661 37 34047 420 65 5021 26;What we need a better internal control and more . ;811 318 789 35 112 1402 218 53 65 26;4.335012126388476e-09;1;7
Wir müssen das Personalstatut und die Disziplinarverfahren und nicht zuletzt auch die Praxis ändern . ;129 317 15 0 20 16 6131 20 315 898 188 16 2009 2328 25;We should alter the staff regulations and disciplinary procedures and , especially , change our practice . ;40 33 11702 4 4013 2385 53 5650 1907 53 20 944 20 140 154 1684 26;We must theme of disciplinary procedure and least change . ;40 347 13724 12 5650 1300 53 2490 140 26;1.571620627506274e-12;1;3
Wir sollten lieber gründlich aufräumen und vor unserer eigenen Tür kehren , als den Aufbau neuer großartiger Institutionen zu verlangen . ;129 1614 1373 7080 0 20 96 422 542 1080 6575 14 354 33 306 1996 0 780 28 4712 25;Should we not make a point of cleaning up our own act and putting our own house in order before we plunge into constructing grand new institutions ! ;1892 318 77 119 35 1089 12 8644 890 154 1195 34 53 4993 154 1195 9348 3 735 101 318 15241 847 8262 9241 416 793 713;We should rather carefully and our own house of new institutions demand . ;40 33 1176 466 53 154 1195 9348 12 416 793 2915 26;2.6342819146094306e-14;1;3
Herr Präsident , wir alle möchten zur Betrugsbekämpfung in Europa beitragen . ;53 54 14 42 706 2372 222 7301 4 365 2209 25;Mr President , we all want to do something about combating European fraud . ;47 58 20 318 223 738 37 580 2472 339 2172 193 5567 26;Mr President , we all in Europe . ;47 58 20 318 223 3 135 26;7.226364704610026e-09;1;3
Es stellt sich jedoch die Frage , welchen Beitrag die Europäische Union dazu leistet ? ;416 2762 180 822 16 202 14 5629 2044 16 1801 266 1064 4499 554;But the question is now is the European Union doing anything about it as well ? ;1846 4 213 28 362 28 4 193 276 951 581 339 86 21 22 577;It question , European Union ? ;27 213 20 193 276 577;2.0120564004595377e-10;1;2
Die Antwort lautet , daß wir darüber erschreckend wenig wissen . ;37 2490 6272 14 30 42 1912 4055 824 887 25;The answer to this is that we know very little about this . ;226 479 37 124 28 31 318 335 372 620 339 124 26;The answer is that we too little . ;226 479 28 31 318 404 620 26;3.754897169067488e-06;1;4
Angeblich waren alle damit zufrieden , in der Substanz aber waren kaum Fortschritte zu verzeichnen . ;0 819 706 1232 2770 14 4 5 6145 383 819 604 3881 28 2712 25;Everyone was supposedly pleased about it but , in reality , we have made little progress . ;3483 834 9367 4118 339 86 322 20 3 1162 20 318 113 228 620 81 26;were all satisfied substance were . ;114 223 3019 3427 114 26;2.6408295054609655e-12;1;3
Europäische Rechtsvorschriften zur Betrugsbekämpfung sind nicht in Kraft , denn die Mitgliedstaaten , darauf wurde bereits hingewiesen , ratifizieren die vorgelegten Vertragstexte nicht . ;1801 273 222 7301 87 315 4 5646 14 568 16 193 14 561 412 260 1651 14 4950 16 1408 0 315 25;There is no European anti-fraud legislation in force because the Member States , as was stated before , have not ratified the treaty texts submitted . ;1363 28 740 193 16900 279 3 2974 481 4 202 75 20 21 834 1697 101 20 113 77 7065 4 7777 911 3529 26;European legislation to are anti-fraud not in because the Member States already ratify the . ;193 279 37 41 16900 77 3 481 4 202 75 271 4545 4 26;7.139086542717461e-18;1;3
Dort muß also noch einiges geschehen . ;3213 334 720 613 7132 3667 25;So a great deal has to be done in this area . ;724 35 320 321 76 37 8 460 3 124 160 26;There must therefore . ;1363 347 29 26;1.3985395910151811e-05;1;2
Aber was muß unternommen werden ? ;1559 184 334 2881 115 554;And what exactly should be done ? ;1393 467 1140 33 8 460 577;But what must ? ;1846 467 347 577;0.0010477755642023996;1;3
Zwei Dinge , und der Bericht von Frau Theato zeigt dies klar und deutlich auf . ;4989 1105 14 20 5 1506 46 617 6080 1533 302 110 20 2339 9 25;Two things , and Mrs Theato s report clearly spells these out . ;741 1103 20 53 2185 5603 24 1132 1024 15487 84 1073 26;Two things and the report Mrs clear and . ;741 1103 53 4 1132 2185 72 53 26;5.67616746876888e-11;1;4
Erstens müssen in allen Mitgliedstaaten der Europäischen Union für europäische Betrügereien dieselben Sanktionen gelten . ;3831 317 4 216 193 5 62 266 32 748 7305 10133 1595 1422 25;Firstly , the same penalty clauses regarding European fraud must apply in all Member States of the European Union . ;3579 20 4 962 4835 7624 678 193 5567 347 920 3 223 202 75 12 4 193 276 26;Firstly , must all Member States European Union for European fraud same sanctions . ;3579 20 347 223 202 75 193 276 61 193 5567 962 1579 26;9.074046964054292e-10;1;3
Zweitens muß eine europäische Staatsanwaltschaft geschaffen werden , die zwei Aufgaben hat erstens , den nationalen Staatsanwälten bei der Strafverfolgung europäischer Betrugsfälle zu helfen , sie zu unterstützen und zweitens die justitielle Überwachung von Europol und OLAF , denn diese beiden Ermittlungsämter können zur Zeit ohne rechtliche Kontrolle agieren . ;2074 334 211 748 8824 1979 115 14 16 372 1938 120 2781 14 33 300 0 228 5 5911 4673 7309 28 3726 14 241 28 765 20 2785 16 0 1279 46 294 20 7299 14 568 127 1116 0 311 222 291 1482 3449 204 9962 25;Secondly , we should indeed set up a European Public Prosecutor s Office with two tasks , firstly to assist the national public prosecutors , helping bring criminal proceedings in European fraud cases and , secondly , to supervise Europol and OLAF in a judicial sense because these are two criminal investigation services which can operate at the moment without any judicial supervision . ;1971 20 318 33 1123 115 890 35 193 4434 6759 24 5188 46 386 522 20 1399 37 2808 4 316 971 7226 20 2582 1009 3176 3869 3 193 5567 1148 53 20 2581 20 37 1475 219 53 6755 3 35 289 1166 481 84 41 386 3176 2338 1139 15 6 2951 242 4 702 1056 452 289 732 26;First , European help support and , secondly monitoring of Europol and OLAF because this control . ;1193 20 193 1903 133 53 20 2581 1271 12 219 53 6755 481 124 218 26;8.564087846015796e-37;1;3
Vor der europäischen Staatsanwaltschaft brauchen wir uns nicht zu ängstigen , alle um mich herum sehen nur Gespenster . ;740 5 779 8824 775 42 285 315 28 0 14 706 390 1290 14515 504 8 0 25;The European Public Prosecutor s Office is nothing to be afraid of . I feel there is a lot of scaremongering going on . ;226 193 4434 6759 24 5188 28 1649 37 8 4640 12 26 117 853 672 28 35 2414 12 16291 2335 82 26;European Prosecutor need we , to around . ;193 6759 789 318 20 37 2874 26;9.066307429068466e-15;1;7
Sie ist wirklich etwas Positives . ;394 7 1921 558 13803 25;It is , in fact , something very positive . ;27 28 20 3 531 20 2472 372 485 26;They is . ;851 28 26;0.0001733553769176061;1;4
Genau wie Europol . ;6365 420 294 25;Just like Europol . ;5176 118 219 26;. ;26;0.012340600575894695;1;5
Europol , die polizeiliche Zusammenarbeit , steht nicht über den nationalen Polizeidiensten , sondern dient dem Informationsaustausch zwischen den Polizeidienststellen . ;294 14 16 6270 191 14 36 315 153 33 300 0 14 326 2406 61 5615 192 33 0 25;Europol , involving police cooperation , does not rank above the national police forces , but is there for the purpose of exchanging information between police forces . ;219 20 2859 520 197 20 456 77 15124 3862 4 316 520 1729 20 322 28 672 61 4 3254 12 16940 204 201 520 1729 26;Europol , cooperation is not the laws national is for in the . ;219 20 197 28 77 4 311 316 28 61 3 4 26;2.4640685558965663e-16;1;6
Genau das muß eine kleine eingeschränkte europäische Staatsanwaltschaft tun , nur nicht im Stadium der Ermittlungen , sondern der Strafverfolgung . ;6365 15 334 211 1736 0 748 8824 800 14 8 315 73 8023 5 3438 14 326 5 5911 25;This is exactly the task which a small , limited , European Public Prosecutor s Office should carry out , not just at the criminal investigation stage , but also at the prosecution stage . ;162 28 1140 4 294 15 35 1021 20 1075 20 193 4434 6759 24 5188 33 3556 1073 20 77 340 242 4 3176 2338 1389 20 322 342 242 4 2062 1389 26;. the must be a small public prosecutor not do but . ;26 4 347 8 35 1021 971 6252 77 580 322 26;3.9369943347932254e-13;1;3
Das Parlament ist dafür . ;157 63 7 938 25;Parliament supports this . ;64 2813 124 26;Parliament is . ;64 28 26;0.005385622874702804;1;4
Der Ausschuß unabhängiger Sachverständiger ebenso . ;376 1052 3818 18208 44 25;The Committee of Wise Men supports this . ;226 1046 12 8839 8840 2813 124 26;The independent . ;226 2908 26;0.00010005239107023313;1;3
Ich appelliere an den Ministerrat und an die Europäische Kommission , sich ebenfalls zu dieser Maßnahme zu bekennen . ;107 7392 113 33 2804 20 113 16 1801 219 14 180 1437 28 82 1530 28 5411 25;I urge the Council of Ministers and the European Commission to do the same . ;117 4164 4 143 12 2600 53 4 193 227 37 580 4 962 26;I appeal Council of Ministers and European Commission measure . ;117 3982 143 12 2600 53 193 227 1509 26;2.781953072840504e-13;1;3
Herr Präsident , ich möchte mich auf das Problem Corpus Juris konzentrieren . ;53 54 14 210 108 1290 9 15 116 0 0 1550 25;Mr President , I want to concentrate on the issue of corpus juris . ;47 58 20 117 738 37 3423 82 4 216 12 27250 37061 26;Mr President , I to problem . ;47 58 20 117 37 123 26;2.28055136667018e-08;1;5
Der Corpus Juris wurde ohne jegliche öffentliche Debatte oder Beteiligung aufgestellt . ;376 0 0 412 1482 7877 3777 619 69 4910 8248 25;Corpus juris is something that was set up without any kind of public debate or public participation . ;0 37061 28 2472 31 834 115 890 1056 452 2563 12 971 269 66 971 2774 26;The without any public debate or . ;226 1056 452 971 269 66 26;1.1180364539461316e-09;1;2
Die Mitgliedstaaten haben ein Recht auf Information über die Möglichkeit eines einheitlichen Strafgesetzbuches und einer europäischen Staatsanwaltschaft . ;37 193 95 67 309 9 4743 153 16 2327 11 4341 0 20 456 779 8824 25;The idea of a single criminal code and the European Public Prosecutor is something which Member States have a right to be informed about . ;226 2012 12 35 1693 3176 7042 53 4 193 4434 6759 28 2472 15 202 75 113 35 871 37 8 1834 339 26;The Member States a right on one single and European Prosecutor . ;226 202 75 35 871 82 413 1693 53 193 6759 26;5.957099848771946e-15;1;3
Wir brauchen eine öffentliche Debatte zu diesem Thema . ;129 775 211 3777 619 28 137 414 25;We need a public debate on this . ;40 789 35 971 269 82 124 26;We need a public debate this . ;40 789 35 971 269 124 26;1.058088954036815e-06;1;4
Die Mitgliedstaaten und die Bürger in den Mitgliedstaaten müssen umfassend informiert werden . ;37 193 20 16 312 4 33 193 317 289 4480 115 25;We need the Member States and the citizens in the Member States to be properly informed . ;40 789 4 202 75 53 4 333 3 4 202 75 37 8 5183 1834 26;The Member States and citizens in Member States . ;226 202 75 53 333 3 202 75 26;9.19919651759452e-09;1;4
Dabei muß auch auf die Frage einer potentiellen Gefahr für das traditionelle Rechtssystem in Irland und im Vereinigten Königreich eingegangen werden . ;426 334 188 9 16 202 456 8986 1606 32 15 14718 7815 4 1093 20 73 77 2715 3776 115 25;The issue of the threat to the traditional legal system in Ireland and the UK needs to be addressed . ;226 216 12 4 1588 37 4 3165 263 848 3 353 53 4 3315 298 37 8 3573 26;must also question at risk for the judicial traditional in Ireland and Kingdom . ;347 342 213 242 4073 61 4 289 3165 3 353 53 2524 26;3.842857413803921e-17;1;3
Wir brauchen in dieser Frage wesentlich mehr Offenheit und Transparenz als bisher . ;129 775 4 82 202 1784 68 1033 20 462 354 1101 25;There needs to be much more openness and transparency on this issue than there has been to date . ;1363 298 37 8 781 65 8181 53 472 82 124 216 422 672 76 78 37 1143 26;We need this significantly more openness and transparency than . ;40 789 124 1919 65 8181 53 472 422 26;3.639575278121483e-10;1;4
Es kann nicht angehen , daß eine Maßnahme wie diese den Mitgliedstaaten ohne ordnungsgemäße öffentliche Debatte aufgezwungen wird . ;416 371 315 2699 14 30 211 1530 420 127 33 193 1482 2487 3777 619 14099 139 25;It is unacceptable that something like this has been foisted on the Member States of the EU without any proper public debate . ;27 28 4719 31 2472 118 124 76 78 6601 82 4 202 75 12 4 32 1056 452 1118 971 269 26;It can not that this Member States public debate forced on . ;27 6 77 31 124 202 75 971 269 4552 82 26;4.65716434490149e-12;1;3
Eine weitere wichtige Kritik an dem Bericht betrifft das abgeleitete Recht . ;1517 2483 1181 3718 113 61 1506 474 15 0 309 25;Another major criticism of the text concerns secondary law . ;8452 1020 344 12 4 1491 483 2297 2540 26;A important criticism in report to . ;1999 183 344 3 1132 37 26;4.50169283182615e-08;1;6
Nach Artikel 280 des Vertrags kann der Rat geeignete Mittel zur Bekämpfung von Betrügereien beschließen . ;2212 453 8722 50 388 371 5 377 2931 1334 222 171 46 7305 4643 25;Article 280 of the Treaty allows the Council to pinpoint the appropriate instruments to curb fraud . ;454 7999 12 4 266 6133 4 143 37 19031 4 1828 1581 37 8250 5567 26;The Article of the Treaty can Council resources combat of fraud . ;226 454 12 4 266 6 143 300 2699 12 5567 26;4.815303921435492e-11;1;3
Mit meiner Stimmenthaltung im Ausschuß sollte diese Bestürzung zum Ausdruck gebracht werden . ;2688 1712 18041 73 1052 694 127 11836 587 811 353 115 25;We wanted to express our perplexity as regards these points by abstaining in committee . ;40 4238 37 1307 154 0 21 2429 84 199 10 6772 3 147 26;With my abstaining in should . ;303 844 6772 3 33 26;2.695350167926785e-09;1;3
Inzwischen sind gewisse Änderungen eingetreten , zumindest bei den Mechanismen , vor allem was die Kontrolle betrifft . Wir sind aber noch nicht zufriedengestellt , vor allem nicht , wenn in den zuständigen Gremien gar von einer Europäischen Strafverfolgungsbehörde für auf europäischer Ebene begangene Straftaten , Betrügereien , Veruntreuung und Preisgabe von Amtsgeheimnissen gesprochen wird . ;8218 87 8006 1328 3072 14 2679 228 33 2799 14 96 295 184 16 204 474 25 129 87 383 613 315 0 14 96 295 315 14 278 4 33 3539 3960 845 46 456 62 0 32 9 4673 635 0 5945 14 7305 14 19309 20 0 46 0 411 139 25;Today , something has changed , at least in terms of mechanisms , and especially as regards monitoring , but we are still not satisfied , particularly if debates are held in competent fora that go as far as to discuss a European Public Prosecutor , crimes , fraud , the misappropriation of funds and the disclosure of confidential information pertaining to one s office at European level . ;1489 20 2472 76 4520 20 242 2490 3 1854 12 2593 20 53 944 21 2429 1271 20 322 318 41 639 77 3019 20 480 121 2945 41 2663 3 5198 12673 31 423 21 1098 21 37 739 35 193 4434 6759 20 7236 20 5567 20 4 9696 12 1238 53 4 4777 12 8239 204 6090 37 413 24 1858 242 193 648 26;Now are changes at least when . are the competent European for at European level crimes , embezzlement and by spoke . ;2537 41 658 242 2490 363 26 41 4 5198 193 61 242 193 648 7236 20 33057 53 10 2356 26;1.984886930998255e-41;1;4
Zweifellos sollten wir die Interessen der Gemeinschaft und ihr Ansehen sowie das Verhältnis zu den Steuerzahlern , die einen unerläßlichen und wesentlichen Bestandteil des Gemeinschaftslebens bilden , schützen . ;12248 1614 42 16 795 5 2590 20 1401 17786 271 15 5377 28 33 9433 14 16 232 19428 20 2899 1851 50 0 1590 14 2415 25;I feel that we must clearly safeguard the Community s interests , its image and its relationship with taxpayers , who are an indispensable and essential part of Community life . ;117 853 31 318 347 1024 1401 4 250 24 1231 20 170 3140 53 170 2681 46 8695 20 287 41 13 11399 53 1259 142 12 250 887 26;There is no doubt should we Community interests and and the the and components of the . ;1363 28 740 956 33 318 250 1231 53 53 4 4 53 1503 12 4 26;3.769800312098365e-23;1;4
Heute besteht die Gefahr einer Überlagerung der Vielzahl der verschiedenen , in den einzelnen Ländern bestehenden Institutionen durch eine neue Einrichtung . ;118 2137 16 1606 456 0 5 9550 5 59 14 4 33 2075 727 100 780 189 211 402 5831 25;Today , we run the risk of adding a new institution to the already numerous and varied institutions which exist within each country . ;1489 20 318 3517 4 4073 12 8214 35 416 2562 37 4 271 2801 53 5965 793 15 1637 561 950 788 26;Today is the danger one specific the number various , in the countries institutions , by new . ;1489 28 4 1984 413 428 4 868 59 20 3 4 715 793 20 10 416 26;2.3524567997126894e-17;1;3
Herr Präsident , ich würde ganz gern noch schnell zu zwei Punkten etwas sagen . ;53 54 14 210 594 109 2385 613 434 28 372 4408 558 436 25;Mr President , I would very much just like to add to two particular points . ;47 58 20 117 427 372 781 340 118 37 2310 37 386 438 199 26;on Mr President , I would like to two points said . ;82 47 58 20 117 427 118 37 386 199 532 26;2.036950011091092e-10;1;5
Manchmal ist das schon kabarettreif und verdient eine Diskussion . Das ist aber nicht mein Punkt . ;11207 7 15 2047 0 20 1503 211 1467 25 157 7 383 315 1459 1065 25;Sometimes it is worthy of satire and merits discussion , but I digress . ;3574 86 28 798 12 0 53 10053 1442 20 322 117 29644 26;Sometimes is and a . is . ;3574 28 53 35 26 28 26;6.864292964454355e-12;1;3
Mein Punkt ist der Bericht von Frau Theato . ;2207 1065 7 5 1506 46 617 6080 25;The point I want to make relates to Mrs Theato s report . ;226 1089 117 738 37 119 4361 37 2185 5603 24 1132 26;My point is report Mrs . ;1933 1089 28 1132 2185 26;1.1344525608914841e-05;1;2
Ich glaube , daß man sich bei den juristischen Schwierigkeiten , die hier bestehen - und offensichtlich gibt es nur einen ganz schmalen Pfad für die Europäische Union , diese Straftatbestände als europäische Straftatbestände justiziabel zu machen - , auf dem Pfad juristisch verheddert hat . ;107 209 14 30 201 180 228 33 1143 1060 14 16 531 2187 625 20 2982 1385 27 8 232 109 0 0 32 16 1801 266 14 127 5802 354 748 5802 0 28 397 625 14 9 61 0 5378 0 120 25;I believe that as far as the judicial difficulties are concerned that we are facing here - and the European Union evidently has only very limited room for manoeuvre when it comes to making these offences litigable as European criminal offences - we have become embroiled in legalities . ;117 208 31 21 1098 21 4 289 1060 41 42 31 318 41 1159 712 638 53 4 193 276 9456 76 7 372 1075 992 61 5305 363 86 1076 37 998 84 4149 0 21 193 3176 4149 638 318 113 666 28485 3 0 26;I believe that legal ones find difficulties - and there are obviously a very for European Union , criminal European make - , . ;117 208 31 263 5109 210 1060 638 53 672 41 2420 35 372 61 193 276 20 3176 193 119 638 20 26;1.342953193145233e-33;1;5
Da haben wir offensichtlich Schwierigkeiten mit der Rechtsgrundlage . ;3729 95 42 2982 1060 131 5 257 25;We obviously have difficulties there with regard to the legal basis . ;40 2420 113 1060 672 46 345 37 4 263 264 26;As have we appears legal basis . ;292 113 318 910 263 264 26;4.235349035760146e-06;1;3
Dann haben wir Schwierigkeiten mit den Straftatbeständen . ;1442 95 42 1060 131 33 0 25;We also face difficulties with regard to offences . ;40 342 1587 1060 46 345 37 4149 26;Then have we difficulty accessing ones . ;4772 113 318 3865 20224 5109 26;0.0002063150242997837;1;6
Das wurde nicht verändert . ;157 412 315 3678 25;Nothing has changed there . ;3637 76 4520 672 26;The not changed . ;226 77 4520 26;0.004429766873017608;1;4
