Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Nun haben wir das Ergebnis . ;919 95 42 15 1164 25;And this is the result . ;1393 124 28 4 1291 26;Now have we result . ;2537 113 318 1291 26;0.0012320651496059625;1;2
Als Abgeordneter aus der Region Loire-Atlantique kann ich das leider bezeugen . ;2358 481 181 5 6 0 371 210 15 3281 0 25;As an elected representative for the Loire-Atlantique region , unfortunately , I can testify to this . ;292 13 864 2795 61 4 0 5 20 1673 20 117 6 15042 37 124 26;As an MEP region cannot the line I , unfortunately , . ;292 13 6355 5 684 4 3110 117 20 1673 20 26;1.8871783702484462e-05;1;3
Diese immer wiederkehrenden Katastrophen haben nichts Natürliches , sie sind auch nicht schicksalsgegeben . ;1365 671 0 4393 95 2482 0 14 241 87 188 315 0 25;There is nothing natural about these recurring disasters , they are the result of fate . ;1363 28 1649 2487 339 84 14235 4110 20 108 41 4 1291 12 4029 26;This disasters have nothing also . ;162 4110 113 1649 342 26;1.9113742046744028e-08;1;7
Sie sind die Konsequenz der menschlichen Inkonsequenz . ;394 87 16 4903 5 5879 0 25;They are the result of human thoughtlessness . ;851 41 4 1291 12 285 0 26;They are the consequence human . ;851 41 4 2500 285 26;0.001360651272689311;1;2
Es handelt sich dabei um eine ökologische Katastrophe . ;416 2592 180 875 390 211 1988 2421 25;What we have here is an ecological disaster . ;811 318 113 712 28 13 1365 3898 26;It is a ecological disaster . ;27 28 35 1365 3898 26;0.0054626503819620795;1;1
Nur wer von den harten Realitäten vor Ort sehr weit entfernt ist , kann das bezweifeln . ;2329 705 46 33 7793 6299 96 1522 510 859 4102 7 14 371 15 10226 25;Only the people cut off from the harsh reality of the grass roots could have any doubt about that . ;2199 4 420 750 1005 186 4 4263 1162 12 4 3883 3884 461 113 452 956 339 31 26;Who Only is hard doubt can somehow . ;6006 2199 28 1842 956 6 10611 26;2.592627552905214e-09;1;2
Die Folgen sind bekannt . ;37 2344 87 1787 25;We know what actually happened . ;40 335 467 2004 2175 26;The ;226;0.002328529395519583;2;1
Das wäre meiner Meinung nach ein Minimum zu Beginn des dritten Jahrtausends . ;157 1510 1712 1057 147 67 13253 28 2802 50 5548 7790 25;This would be a minimum requirement , I believe , on the dawn of the third millennium . ;162 427 8 35 2732 3738 20 117 208 20 82 4 15519 12 4 1508 7152 26;I kept This would be minimum at century beginning third . ;117 328 162 427 8 2732 242 2208 139 1508 26;1.7078811497693392e-08;1;2
Zur Einschränkung dieser Gefahren brauchen wir dringend eine Richtlinie . ;3836 3394 82 1576 775 42 392 211 1166 25;We urgently require a directive if we are to reduce these risks . ;40 2978 408 35 1156 121 318 41 37 2701 84 1562 26;Restricting these risks require provide a real ;29222 84 1562 408 1692 35 1982;5.4324659920679045e-06;3;1
Nur so können die Geschädigten eine Chance haben , zu ihren Schadenersatzansprüchen zu kommen . ;2329 208 311 16 7324 211 1957 95 14 28 762 0 28 1374 25;This is the only way of affording the victims the opportunity to make their claims for compensation . ;162 28 4 7 486 12 37777 4 283 4 688 37 119 111 6636 61 5357 26;Only can injured party a opportunity . ;2199 6 12085 717 35 688 26;1.1439194451221364e-07;1;2
Das heißt , wir brauchen eine echte Kostenwahrheit für unser gesamtes Energieversorgungssystem . ;157 1819 14 42 775 211 2774 0 32 827 15349 0 25;In other words , we need real cost-effectiveness for our entire energy supply system . ;451 731 1981 20 318 789 1982 8877 61 154 1591 974 3464 848 26;The you mean we need a real for full ;226 448 2570 318 789 35 1982 61 1092;3.5361995013936707e-06;2;1
Herr Präsident , zunächst möchte ich Frau Kommissarin Palacio für ihre sachliche , angemessene wie auch verbindliche Antwort danken . ;53 54 14 2093 108 210 617 1349 6648 32 807 9889 14 1904 420 188 2078 2490 448 25;Mr President , may I start by saying that I would like to thank Commissioner Palacio very much for her clear , adequate and , at the same time , very firm response . ;47 58 20 319 117 1004 10 3537 31 117 427 118 37 449 1168 6097 372 781 61 356 72 20 4443 53 20 242 4 962 398 20 372 4085 2164 26;I Mr President first of all would like Commissioner Mrs Palacio for their factual , adequate or binding answer . ;117 47 58 457 12 223 427 118 1168 2185 6097 61 111 13499 20 4443 66 1975 479 26;7.678175758511947e-08;1;3
Recht herzlichen Dank dafür . ;309 8456 925 938 25;Many thanks for this . ;2063 1936 61 124 26;Justice to thank my heartfelt . ;3068 37 449 844 6139 26;0.08265559455526067;1;3
Daher auch diese gemeinsame Aussprache der für Verkehr und Umweltfragen zuständigen Kolleginnen und Kollegen . ;1897 188 127 321 262 5 32 970 20 2672 3539 56 20 57 25;Hence also this joint debate involving transport and environmental management Members . ;7421 342 124 1532 269 2859 975 53 933 2216 445 26;therefore this debate common the Transport and environmental and . ;29 124 269 274 4 1655 53 933 53 26;3.11338530333544e-11;1;5
Ich darf Sie auf einige Punkte hinweisen , die auch von der Frau Kommissarin angesprochen wurden . ;107 1254 394 9 146 400 1249 14 16 188 46 5 617 1349 128 401 25;Could I highlight a few points which have also been touched upon by the Commissioner ? ;1476 117 5646 35 1730 199 15 113 342 78 3863 1031 10 4 1168 577;I some points also the Commissioner that . ;117 149 199 342 4 1168 31 26;5.817482446752058e-08;1;2
Eine solche Vorschrift aber gibt es nicht . ;1517 866 2640 383 1385 27 315 25;But this is not in place . ;1846 124 28 77 3 856 26;But not A legislation . ;1846 77 1999 279 26;0.003946614019250256;1;1
Hier müssen wir tätig werden . ;778 317 42 3701 115 25;Mr President , I would welcome some action in this area . ;47 58 20 117 427 530 149 188 3 124 160 26;Here must . ;2163 347 26;0.008733469168483398;1;2
Wir sollten auch in diesem Punkt vorankommen . Zudem müssen wir meines Erachtens das MARPOL-Übereinkommen , das 2001 in Kraft tritt , gründlich überprüfen . ;129 1614 188 4 137 1065 2727 25 2698 317 42 645 517 15 0 14 15 1918 4 5646 356 14 7080 2508 25;In my opinion , we should look further into this point , and I also think that the Marpol Treaty , which comes into effect in 2001 , should be looked at very closely . ;451 844 492 20 318 33 690 2180 847 124 1089 20 53 117 342 377 31 4 4300 266 20 15 1076 847 2454 3 1837 20 33 8 3206 242 372 558 26;We should also make this point progress . must I the in 2001 force in checked . ;40 33 342 119 124 1089 81 26 347 117 4 3 1837 2974 3 7166 26;6.204854841746439e-13;1;3
Herr Präsident , wir haben in der Vergangenheit diese Diskussion schon so oft geführt . ;53 54 14 42 95 4 5 1775 127 1467 2047 208 1738 2325 25;Mr President , we have already had this discussion so many times in the past . ;47 58 20 318 113 271 442 124 1442 1097 812 1646 3 4 1743 26;Mr President we have the past discussion this often . ;47 58 318 113 4 1743 1442 124 1711 26;4.278586589904954e-06;1;3
Was müssen wir denn jetzt tun ? ;637 317 42 568 949 800 554;So what are we to do now ? ;724 467 41 318 37 580 362 577;What must do now ? ;811 347 580 362 577;0.0001251557323597847;1;3
Was müssen wir jetzt tun ? ;637 317 42 949 800 554;What are we to do now ? ;811 41 318 37 580 362 577;What must now ? ;811 347 362 577;0.00028519627917798285;1;3
Natürlich brauchen wir doppelwandige Schiffe . ;1297 775 42 0 4598 25;Of course , we need double-hulled vessels . ;1601 931 20 318 789 17819 4313 26;Of course need ;1601 931 789;0.0006472735079433234;2;2
Was brauchen wir denn sofort ? ;637 775 42 568 4101 554;So what do we need to happen immediately ? ;724 467 580 318 789 37 2176 2892 577;What need ;811 789;0.0033430379907240784;2;3
Das brauchen wir für Schiffe . ;157 775 42 32 4598 25;This is what we need for ships . ;162 28 467 318 789 61 3877 26;This need ships . ;162 789 3877 26;0.0031781629825075046;1;3
Dann brauchen wir die Haftung des Landes , dessen Flagge das Schiff führt . ;1442 775 42 16 6349 50 774 14 429 16789 15 4416 1573 25;We also need the country whose flag the ship flies to bear liability . ;40 342 789 4 788 2912 7903 4 4132 0 37 619 5351 26;Then need liability country s of which of whose flying a flag ship . ;4772 789 5351 788 24 12 15 12 2912 17840 35 7903 4132 26;1.2051574837209472e-07;1;3
Das wird eine wunderbare Kontrolle ! ;157 139 211 10126 204 58;This would be a marvellous exercise in supervision ! ;162 427 8 35 19858 757 3 732 713;This a wonderful control ! ;162 35 9089 218 713;0.0028871962964910802;1;1
Dann möchte ich nicht , daß irgendjemand kommt und sagt Diese Anforderungen führen dazu , daß wir Arbeitsplätze in dem Hafen verlieren . ;1442 108 210 315 14 30 11686 1078 20 4421 1365 3162 269 1064 14 30 42 3550 4 61 7412 4331 25;I would not like to have someone coming and saying that these requirements will lead to job losses in the ports . ;117 427 77 118 37 113 1942 3231 53 3537 31 84 1244 125 981 37 1963 4681 3 4 3958 26;I Then would like that anyone and says that this we requirements ;117 4772 427 118 31 5990 53 6551 31 124 318 1244;8.023754285688781e-12;3;3
Wenn wir das schaffen , sind wir in ein paar Jahren vielleicht besser dran ! ;112 42 15 2299 14 87 42 4 67 5762 741 1653 2601 10830 58;If we succeed in this then perhaps we will be better off in a few years time ! ;324 318 1367 3 124 330 704 318 125 8 112 1005 3 35 1730 397 398 713;If we we years perhaps ;324 318 318 397 704;1.6697396536733649e-07;3;1
Herr Präsident ! Frau Roth-Behrendt hat mir aus dem Herzen gesprochen . ;53 54 58 617 11846 120 940 181 61 6277 411 25;Mr President , Mrs Roth-Behrendt expressed very many of my own thoughts . ;47 58 20 2185 11193 1131 372 812 12 844 1195 5192 26;Mr President , Roth-Behrendt . ;47 58 20 11193 26;8.587307863244918e-07;1;3
Außerdem müssen die Klassifizierungsgesellschaften kritisch prüfen , denn wir können ihre Verfahrensweise nicht akzeptieren . ;624 317 16 0 332 2644 14 568 42 311 807 11006 315 4513 25;We must also critically examine the classification societies . I do not think that we can accept their procedures . ;40 347 342 10183 2468 4 3099 436 26 117 580 77 377 31 318 6 1608 111 1907 26;Moreover , must the look at fragile because we can procedure their . ;3266 20 347 4 690 242 15780 481 318 6 1300 111 26;5.1479992446575735e-09;1;3
Wir benötigen ein unabhängiges und transparentes Verfahren . ;129 1930 67 11587 20 16829 1319 25;We need independent procedures and procedures involving public control . ;40 789 2908 1907 53 1907 2859 971 218 26;We independent need and transparent procedure . ;40 2908 789 53 2837 1300 26;0.003911695879958127;1;1
Es ist nicht vertretbar , wenn Maßnahmen , die mit den Richtlinien der Kommission zur Umweltverbesserung im Einklang stehen , nicht durchgeführt werden dürfen , weil sie als unzulässige Werftenförderung betrachtet werden . ;416 7 315 18711 14 278 179 14 16 131 33 2307 5 219 222 0 73 252 792 14 315 4568 115 1282 14 469 241 354 0 0 4192 115 25;It is not an acceptable procedure that measures to improve the environment , which are in keeping with the Commission s guidelines , cannot be taken because these are considered to constitute prohibited aid to shipyards . ;27 28 77 13 2202 1300 31 644 37 533 4 1459 20 15 41 3 3479 46 4 227 24 1659 20 684 8 855 481 84 41 1564 37 4917 9008 1207 37 14193 26;It is not if action the guidelines line the Commission because . ;27 28 77 121 188 4 1659 3110 4 227 481 26;3.54020090996886e-16;1;2
Lassen Sie mich noch hinzufügen , daß es wohl das Mindeste wäre , daß Total in vollem Umfang für die Wiedergutmachung der unmittelbaren und mittelbaren Schäden infolge der Ölpest aufkommt . ;2424 394 1290 613 2459 14 30 27 784 15 13249 1510 14 30 0 4 5160 2232 32 16 8730 5 11388 20 0 5820 12643 5 0 18466 25;I shall only add that it would be the least that Total could do to compensate for the direct and indirect damage caused by the oil slick . ;117 331 7 2310 31 86 427 8 4 2490 31 5984 461 580 37 2106 61 4 968 53 5432 3880 1557 10 4 6022 17820 26;Let add that least would have that for repairing as the immediate and damage by the . ;334 2310 31 2490 427 113 31 61 19583 21 4 3736 53 3880 10 4 26;2.7394420320783957e-17;1;3
Herr Präsident , liebe Kolleginnen und Kollegen ! Ich bin dafür , daß wir die Vorschriften über die Hafenstaatenkontrolle und die Vorschriften über Klassifizierungsgesellschaften verschärfen . ;53 54 14 1178 56 20 57 58 107 675 938 14 30 42 16 2620 153 16 0 20 16 2620 153 0 8377 25;Mr President , I am in favour of tightening up the legislation on port state control and on classification societies . ;47 58 20 117 681 3 1015 12 10924 890 4 279 82 6844 39 218 53 82 3099 436 26;Mr President ladies and gentlemen I am favour that we above exacerbate provisions and rules . ;47 58 1169 53 1170 117 681 1015 31 318 3862 4071 2387 53 1905 26;7.464547128323592e-15;1;1
Wir müssen aber auch bei den Tatsachen bleiben . ;129 317 383 188 228 33 8491 678 25;However , we must stick to the facts . ;843 20 318 347 892 37 4 5548 26;We must the . ;40 347 4 26;9.750079020437769e-05;1;3
Das kann ich nicht akzeptieren . ;157 371 210 315 4513 25;I cannot accept this . ;117 684 1608 124 26;The it cannot I . ;226 86 684 117 26;0.011159333585489846;1;3
Dann müssen die Kontrollen auch so durchgeführt werden , daß der Inspektor nicht nur an Bord geht und nachschaut , ob irgendwo ein Feuerlöscher fehlt , sondern dann müssen Materialprüfungen vorgenommen werden , denn dieses Schiff ist offensichtlich wegen Materialübermüdung auseinandergebrochen . ;1442 317 16 734 188 208 4568 115 14 30 5 0 315 8 113 11407 417 20 0 14 1469 10476 67 0 2118 14 326 569 317 0 3820 115 14 568 207 4416 7 2982 4724 0 0 25;The controls must also be carried out in such a way that the inspector does not just go on board and check whether there are any fire extinguishers missing , rather there must be materials testing , for this ship obviously broke up on account of material fatigue . ;226 2464 347 342 8 2165 1073 3 972 35 486 31 4 6944 456 77 340 423 82 6338 53 3293 1142 672 41 452 6395 0 2017 20 1176 672 347 8 1382 4780 20 61 124 4132 2420 12243 890 82 2179 12 6927 13758 26;Then must the controls that the about it of and whether lack somewhere but must the Commission because this ship is obviously . ;4772 347 4 2464 31 4 339 86 12 53 1142 2520 14456 322 347 4 227 481 124 4132 28 2420 26;3.563250869551887e-23;1;8
Wenn sich herausstellen sollte , daß eine oder mehrere Klassifizierungsgesellschaften Gefälligkeitsgutachten abgegeben haben , dann gehören sie von der Liste der zulässigen Klassifizierungsgesellschaften gestrichen ! ;112 180 1989 694 14 30 211 69 441 0 0 6213 95 14 569 966 241 46 5 3174 5 9976 0 9959 58;If it should become apparent that one or more classification companies have provided reports by way of favours then they should be struck off the list of authorised classification companies . ;324 86 33 666 4211 31 413 66 65 3099 1434 113 134 4386 10 486 12 9812 330 108 33 8 4714 1005 4 2455 12 5531 3099 1434 26;If should transpires that a or have several the list removed allowed ! ;324 33 8395 31 35 66 113 182 4 2455 6060 1720 713;9.23747220366949e-14;1;1
Das ist die einzige Abschreckung , um zu verhindern , daß andere Klassifizierungsgesellschaften auch Gefälligkeitsgutachten abgeben . ;157 7 16 2055 0 14 390 28 616 14 30 825 0 188 0 6960 25;That is the only deterrent we have for preventing other classification companies from following suit . ;1014 28 4 7 5495 318 113 61 523 731 3099 1434 186 1534 7229 26;This is the only to other make prevent on . ;162 28 4 7 37 731 119 626 82 26;2.2403283424271244e-09;1;3
Es gibt auch gute Gesellschaften . ;416 1385 188 2066 3354 25;There are reputable companies too . ;1363 41 14003 1434 404 26;It are also good societies . ;27 41 342 30 436 26;0.01252366830251734;1;2
Wir haben es hier sowohl mit einer Umweltkatastrophe als auch einer beklagenswerten Verschwendung von Ressourcen zu tun . ;129 95 27 531 1051 131 456 17290 354 188 456 0 3743 46 497 28 800 25;This has been an environmental disaster as well as a deplorable waste of resources . ;162 76 78 13 933 3898 21 22 21 35 9615 2212 12 300 26;We have of regard both ecological disaster as waste of resources . ;40 113 12 345 593 1365 3898 21 2212 12 300 26;1.162716956549935e-10;1;2
Wir können daher meiner Ansicht nach auch von den Schiffseignern , dem Flaggenstaat und den Inspektionsbehörden erwarten , daß sie ihren Teil der Verantwortung übernehmen . ;129 311 1138 1712 480 147 188 46 33 0 14 61 0 20 33 0 1130 14 30 241 762 1293 5 2816 4628 25;This suggests to me that we should also look to the shipowners , to the flag state and the inspection authorities to shoulder their share of the responsibility . ;162 1189 37 766 31 318 33 342 690 37 4 9616 20 37 4 7903 39 53 4 4126 537 37 13264 111 782 12 4 2611 26;We can therefore my expect too and that take its . ;40 6 29 844 645 404 53 31 689 170 26;1.6630883374380798e-14;1;3
Deshalb halte ich es für erforderlich , in zwei Richtungen zu handeln . ;1010 1115 210 27 32 2730 14 4 372 12879 28 5534 25;I therefore believe that it is necessary to act in two ways . ;117 29 208 31 86 28 299 37 34 3 386 795 26;I therefore think be shifted two . ;117 29 377 8 9466 386 26;5.1537219063470785e-06;1;3
Andererseits ist es notwendig vorzubeugen . ;5539 7 27 1853 15860 25;On the other hand , prevention is essential . ;1906 4 731 728 20 2621 28 1259 26;On the other hand is preventing necessary . ;1906 4 731 728 28 523 299 26;0.009772874572902768;1;3
Gestatten Sie mir dazu noch einige Bemerkungen ;2489 394 940 1064 613 146 3775;In addition , I should like to make a number of comments ;451 1212 20 117 33 118 37 119 35 868 12 1334;Allow me a few shall a ;4570 766 35 1730 331 35;4.023392014161591e-06;2;3
Ich bin überhaupt nicht dagegen , daß über eine Verschärfung des Gemeinschaftsrechts nachgedacht wird , aber wir müssen , wie auch andere Kollegen betont haben , von der Umsetzung ausgehen , denn - und das dürfen wir keinesfalls vergessen - einen Rechtsrahmen auf der Ebene der Europäischen Union gibt es ja bereits . ;107 675 701 315 4305 14 30 153 211 7172 50 6646 5822 139 14 383 42 317 14 420 188 825 57 2445 95 14 46 5 52 3367 14 568 625 20 15 1282 42 3249 1283 625 232 6444 9 5 635 5 62 266 1385 27 529 260 25;I have no objection to examining an amendment making Community law stricter but , as other members have stressed , we need to start with application , because there is already a legal framework at European Union level and we must not lose sight of that fact . ;117 113 740 5498 37 1490 13 2123 998 250 2540 3895 322 20 21 731 150 113 4804 20 318 789 37 1004 46 2985 20 481 672 28 271 35 263 562 242 193 276 648 53 318 347 77 4061 458 12 31 531 26;And I am against that merit thought tightening Community law will but we must also other colleagues the and implement properly must under any circumstances forget - European are a legal framework Union all already . ;1393 117 681 177 31 5080 865 10924 250 2540 125 322 318 347 342 731 1997 4 53 2094 5183 347 1007 452 1926 1820 638 193 41 35 263 562 276 223 271 26;1.0539719965876277e-26;1;2
Ich spreche von dem doppelwandigen Schiffskörper , der eine doppelte Stahlschicht darstellt , wodurch die Behälter jeweils in zwei Tanks geteilt sind . ;107 1782 46 61 0 0 14 5 211 3211 0 4178 14 9466 16 0 3976 4 372 0 5339 87 25;I am referring to the double hull , which consists of two layers of steel , with containers divided into two tanks . ;117 681 1859 37 4 4124 19103 20 15 8311 12 386 27097 12 13415 20 46 4465 2064 847 386 17576 26;I the is is two-fold the two . ;117 4 28 28 15629 4 386 26;3.0094224564985864e-11;1;2
Frau Kommissarin ! Viele Experten sind der Ansicht , daß der doppelwandige Schiffskörper nicht sicher genug ist , und schlagen den sogenannten ökologischen Schiffskörper vor , bei dem im Fall eines Unglücks das Seewasser in die Behälter eindringt , und das Öl durch den Druck in andere Tanks geleitet wird . ;617 1349 58 5769 3819 87 5 480 14 30 5 0 0 315 854 1878 7 14 20 6403 33 1030 1389 0 96 14 228 61 73 908 11 0 15 0 4 16 0 0 14 20 15 4175 189 33 491 4 825 0 5268 139 25;Commissioner , there are many experts who consider that the double hull is not sufficiently safe and propose the so-called ecological hull in which case , in the event of an accident , the seawater penetrates the containers and , as a result of pressure , the oil is transferred to other tanks . ;1168 20 672 41 812 3577 287 109 31 4 4124 19103 28 77 1811 759 53 2879 4 1108 1365 19103 3 15 922 20 3 4 453 12 13 3540 20 4 31762 13528 4 4465 53 20 21 35 1291 12 505 20 4 6022 28 8251 37 731 17576 26;. many are the that the not certainly produces and and rail proposing ecological in proximity talks and case the by by will led pressure other . ;26 812 41 4 31 4 77 2292 10432 53 53 4425 2089 1365 3 12963 2833 53 922 4 10 10 125 2669 505 731 26;1.0433368425674365e-28;1;2
Ich halte den Zeitpunkt für gekommen , daß wir auf die sichersten Maßnahmen setzen , die technisch möglich sind . ;107 1115 33 1917 32 5632 14 30 42 9 16 0 179 339 14 16 4772 13 87 25;Commissioner , I believe that it is time to opt for the safest technically possible measures . ;1168 20 117 208 31 86 28 398 37 6745 61 4 7280 5606 209 644 26;I think the time has come that we the measures technically . ;117 377 4 398 76 151 31 318 4 644 5606 26;1.3876684005636617e-10;1;3
Nach der Anpassung unserer Rechtsvorschriften muß es also ein Folgerecht geben . ;2212 5 2021 422 273 334 27 720 67 0 66 25;Therefore , once our legislation has been brought into line , we must follow this up immediately with appropriate law . ;939 20 73 154 279 76 78 3109 847 3110 20 318 347 2792 124 890 2892 46 1828 2540 26;The the adaptation of our must legislation a . ;226 4 3058 12 154 347 279 35 26;1.1030467349341486e-06;1;3
Die Katastrophe ist auf Materialermüdung des Öltankers zurückzuführen . ;37 2421 7 9 0 50 0 5625 25;The cause of the disaster must be sought in the weakened structure of the oil tanker . ;226 3301 12 4 3898 347 8 5415 3 4 6859 1592 12 4 6022 17810 26;The disaster is by the . ;226 3898 28 10 4 26;0.00013664980423267004;1;3
Die Internationale Seeschiffahrtsorganisation hat hierfür internationale Regelungen erlassen . ;37 4105 0 120 1620 3097 4182 5641 25;The International Maritime Organisation has issued international rules in this connection . ;226 1635 12336 1917 76 8472 647 1905 3 124 2252 26;The World has the regulations adopted this international . ;226 879 76 4 2385 1376 124 647 26;0.00010728077977212829;1;3
Wir haben die Hafenstaatenkontrolle . ;129 95 16 0 25;States can carry out port inspections . ;75 6 3556 1073 6844 4311 26;We have the . ;40 113 4 26;0.008491519232276827;1;7
Ganz eindeutig mangelt es nicht an Vorschriften . ;433 1240 4184 27 315 113 2620 25;It is clear that there is no lack of legislation . ;27 28 72 31 672 28 740 2520 12 279 26;There is clearly a lack not regulation . ;1363 28 1024 35 2520 77 1036 26;0.0005089640844364399;1;1
Die Kommissarin hat , wie ich meine , völlig recht . ;37 1349 120 14 420 210 836 14 1195 4849 25;In my opinion , the Commissioner is quite right . ;451 844 492 20 4 1168 28 120 871 26;The Commissioner I think ;226 1168 117 377;8.65066822594235e-06;2;1
Woran es hapert , ist die Anwendung der bereits existierenden Regelungen . ;0 27 0 14 7 16 3282 5 260 4621 4182 25;Where the scheme falters is in the enforcement of existing legislation . ;2016 4 676 0 28 3 4 9024 12 3086 279 26;Looking ahead is the rules application existing . ;18286 6515 28 4 1905 2985 3086 26;1.1833799211607792e-07;1;3
Müssen wir diese Durchführung nicht schärfer kontrollieren ? ;11611 42 127 165 315 0 3916 554;Should its implementation not be more strictly monitored ? ;1892 170 171 77 8 65 5946 2477 577;Do we to of application ? ;1454 318 37 12 2985 577;4.701638078887157e-06;1;1
Zur Zeit werden noch vier baugleiche Schiffe betrieben . ;3836 291 115 613 712 0 4598 5737 25;There are four more sister ships in service at present . ;1363 41 721 65 9889 3877 3 1151 242 153 26;Time in pursuing will four ships . ;4799 3 6181 125 721 3877 26;0.0012835214818091214;1;3
Einige fahren auch unter maltesischer Flagge . ;1407 1368 188 92 0 16789 25;Some of them also sail under the Maltese flag . ;2503 12 161 342 11850 1007 4 20874 7903 26;Some also flag . ;2503 342 7903 26;1.926762031504484e-06;1;2
Sollten nicht , wie die Kommissarin sagte , gegen die Klassifizierungsgesellschaft Sanktionen verhängt werden ? ;5356 315 14 420 16 1349 576 14 280 16 0 1595 9882 115 554;Would sanctions not be appropriate , as the Commissioner stated , for the classification society ? ;6320 1579 77 8 1828 20 21 4 1168 1697 20 61 4 3099 2502 577;If not the Commissioner said applying against sanctions ? ;324 77 4 1168 532 4820 177 1579 577;6.889062084797355e-07;1;1
Malta tritt in die Beitrittsverhandlungen ein . ;9560 356 4 16 7679 67 25;Malta is entering the accession negotiations . ;8809 28 1080 4 2288 85 26;Malta , in accession negotiations . ;8809 20 3 2288 85 26;0.00010524260684619459;1;3
Wir erleben es nicht zum ersten Mal , das Öl ausläuft , ob absichtlich oder unabsichtlich . ;129 3089 27 315 587 870 1310 14 15 4175 15605 14 1469 12337 69 0 25;This is not the first time we have seen oil slicks , whether intentional or unintentional . ;162 28 77 4 457 398 318 113 2406 6022 11853 20 1142 20762 66 20438 26;We not first time expires whether any . ;40 77 457 398 8343 1142 452 26;9.917198684838787e-08;1;5
( Der Präsident entzieht der Rednerin das Wort . ) ;884 376 54 5045 5 5046 15 1500 25 886;( The President cut the speaker off ) ;900 226 58 750 4 4672 1005 902;( The President cut the off the speaker . ) ;900 226 58 750 4 1005 4 4672 26 902;0.009517150477461048;1;1
Ich möchte Frau Grossetête und ihren Kollegen dafür danken , daß sie diesen Antrag eingebracht haben . ;107 108 617 3652 20 762 57 938 448 14 30 241 313 1667 9201 95 25;I would like to thank Mrs Grossetête and her colleagues for bringing this motion before Parliament . ;117 427 118 37 449 2185 3417 53 356 1997 61 4880 124 1370 101 64 26;I would like Grossetête and their that tabled these motion . ;117 427 118 3417 53 111 31 63 84 1370 26;3.120015945831483e-08;1;2
Obwohl es zwischen Großbritannien und Frankreich in letzter Zeit einige Probleme gab , kann ich Ihnen versichern , daß die Betroffenen das Mitgefühl meiner Landsleute haben . ;8308 27 192 2127 20 482 4 6429 291 146 374 3271 14 371 210 445 4268 14 30 16 6200 15 7085 1712 16906 95 25;Although Britain and France have had their differences recently , I can assure you that there is considerable sympathy in my country for all those affected . ;2080 1524 53 495 113 442 111 2415 915 20 117 6 3990 448 31 672 28 1558 6527 3 844 788 61 223 1241 1233 26;Although problems between Britain and France was few I assure you that the have fellow sympathy ;2080 388 201 1524 53 495 834 1730 117 3990 448 31 4 113 1960 6527;6.068294191788624e-14;2;3
Ich ziehe den Hut vor den Anstrengungen zur Schadensbekämpfung . ;107 768 33 8188 96 33 3657 222 0 25;I salute these joint efforts to repair the damage . ;117 8014 84 1532 2271 37 14167 4 3880 26;I prefer the effort . ;117 2475 4 1384 26;9.107333765098085e-05;1;6
Letztlich muß der Verursacher zur Kasse gebeten werden . ;13013 334 5 4165 222 0 4016 115 25;Ultimately , the polluter must pay . ;18181 20 4 2721 347 2375 26;Finally , must the causes requested must . ;2428 20 347 4 726 4412 347 26;8.167284549686615e-07;1;2
Sie wollen Antworten . ;394 90 1124 25;They want answers . ;851 738 2362 26;They want provide ;851 738 1692;0.003273904066073698;2;1
Sie wollen keine weiteren Zusagen , die wir dann doch nicht einhalten , sie wollen keine Bemühungen , die wir dann doch nicht umsetzen . ;394 90 80 2043 3067 14 16 42 569 348 315 4027 14 241 90 80 2359 14 16 42 569 348 315 5657 25;They do not want any more promises that we then fail to keep , or to see any efforts that we then fail to follow through . ;851 580 77 738 452 65 5612 31 318 330 1333 37 1585 20 66 37 1351 452 2271 31 318 330 1333 37 2792 751 26;They want no further commitments pledged we want no efforts we . ;851 738 740 2180 4884 17787 318 738 740 2271 318 26;9.606013479028844e-15;1;3
Die Bevölkerung fragt zu Recht Zählen unsere Regionen jetzt zu den endgültig verlorenen ? ;37 2246 7022 28 309 0 151 1692 949 28 33 1446 0 554;The citizens are right to ask do our regions now count amongst those which are lost forever ? ;226 333 41 871 37 708 580 154 1723 362 6061 2037 1241 15 41 3321 9242 577;The people now ;226 420 362;2.2414486115796006e-08;2;2
Wer gibt uns einen neuen Arbeitsplatz ? ;1666 1385 285 232 1273 2911 554;Who will provide us with new jobs ? ;6006 125 1692 295 46 416 2740 577;Who are a new ;6006 41 35 416;6.360099986688163e-05;2;1
Frau Palacio , daher begrüße ich Ihren Aktionsplan sehr . ;617 6648 14 1138 509 210 2071 183 510 25;That is why I welcome Mrs Palacio s action plan with open arms . ;1014 28 710 117 530 2185 6097 24 188 189 46 1068 5740 26;I Mrs Palacio , so welcome very your welcome Action Plan . ;117 2185 6097 20 1097 530 372 1234 530 4755 9209 26;9.480321352230994e-06;1;1
Aber auch das muß gekonnt sein . ;1559 188 15 334 0 1035 25;But there is an art to that as well . ;1846 672 28 13 8002 37 31 21 22 26;But . ;1846 26;0.0001843728023907976;1;4
