Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.2786046511627907;1;1
Diese Verpflichtung wird aber nicht eingehalten , in Frankreich nicht und in zahlreichen anderen europäischen Ländern auch nicht . ;1365 4505 139 383 315 756 14 4 482 315 20 4 4326 1242 779 727 188 315 25;This obligation is not respected either in France or in many other European countries . ;162 3807 28 77 3238 1249 3 495 66 3 812 731 193 715 26;This commitment to not another not many ;162 3007 37 77 1941 77 812;7.807679616880534e-13;2;5
Warum ? ;804 554;Why not ? ;1320 77 577;Why ? ;1320 577;0.5257393209200437;1;2
Mir scheint es auch notwendig zu sein , die Kontrolle zu verstärken , die dem Befrachter obliegt , in diesem Falle der Erdölgesellschaft . ;573 583 27 188 1853 28 1035 14 16 204 28 4809 14 16 61 0 4641 14 4 137 1409 5 0 25;I also think it essential to step up the level of inspection that the charterer is responsible for , in this case , the oil company . ;117 342 377 86 1259 37 1039 890 4 648 12 4126 31 4 0 28 502 61 20 3 124 922 20 4 6022 3312 26;I seems control this of the . ;117 602 218 124 12 4 26;3.804694517856943e-12;1;3
Wenn es um ihre finanzielle Verantwortung geht , wird die Kontrolle zweifellos etwas gründlicher ausfallen . ;112 27 390 807 123 2816 417 14 139 16 204 2440 558 9665 6992 25;If the charterer s liability entails a financial commitment , then doubtless the inspection will be enforced to a greater extent . ;324 4 0 24 5351 8177 35 131 3007 20 330 16341 4 4126 125 8 4638 37 35 1034 3660 26;If financial responsibility ;324 131 2611;8.298099006181992e-09;2;2
Schließlich ist eine Koordinierung der Seefahrtbehörden erforderlich , um eine europäische Einrichtung ähnlich der Küstenwache , die die Küsten der Vereinigten Staaten kontrolliert , zu schaffen . ;1659 7 211 1720 5 0 2730 14 390 211 748 5831 6273 5 0 14 16 16 10920 5 77 78 1261 14 28 2299 25;Finally , we need some coordination of national maritime authorities in order to achieve some sort of European facility comparable to the coastguards who supervise the coasts of the United States . ;2428 20 318 789 149 1696 12 316 1826 537 3 735 37 646 149 1313 12 193 5754 3054 37 4 22084 287 1475 4 8540 12 4 74 75 26;Finally , is a coordination of to body similar a European that , United monitored create by shores States . ;2428 20 28 35 1696 12 37 2568 4796 35 193 31 20 74 2477 2082 10 18075 75 26;7.79166326923217e-14;1;3
Zunächst möchte ich den Umweltkollegen meiner Fraktion danken , die sich gemeinsam mit den Verkehrsfachleuten dieser Problematik angenommen haben , denn dies ist eine Katastrophe , die sowohl den Verkehrs- als auch den Umweltsektor betrifft und sich nicht auf einen einzigen Bereich eingrenzen läßt . ;1457 108 210 33 0 1712 1011 448 14 16 180 2731 131 33 0 82 5120 1480 95 14 568 302 7 211 2421 14 16 1051 33 16991 354 188 33 0 474 20 180 315 9 232 4698 155 0 251 25;Firstly , I would like to thank the environment colleagues in my group who approached this particular problem jointly with their transport team . This disaster is both a transport and environmental one and is not confined to one area . ;3579 20 117 427 118 37 449 4 1459 1997 3 844 596 287 11027 124 438 123 443 46 111 975 2904 26 162 3898 28 593 35 975 53 933 413 53 28 77 6912 37 413 160 26;Firstly would like my group produced the this because this is a disaster transport and telecommunications both new not single area . ;3579 427 118 844 596 1133 4 124 481 124 28 35 3898 975 53 5240 593 416 77 1693 160 26;9.888640346997684e-23;1;4
Ich könnte Ihnen eine lange Liste von Katastrophen dieser Art nennen , die allein in den zehn Jahren meiner Abgeordnetentätigkeit passiert sind , aber ich habe nur drei Minuten . ;107 460 445 211 389 3174 46 4393 82 2121 4726 14 16 1791 4 33 3123 741 1712 0 3730 87 14 383 210 284 8 1112 989 25;I could reel off the list of disasters that have afflicted this industry in my 10 years in this Parliament but I only have three minutes . ;117 461 0 1005 4 2455 12 4110 31 113 12508 124 3147 3 844 1465 397 3 124 64 322 117 7 113 1107 987 26;I could long a disasters in you list the ten years my but I have only ;117 461 405 35 4110 3 448 2455 4 1445 397 844 322 117 113 7;3.5319176375934883e-15;2;2
Wieviel mehr an Verschmutzung müssen wir noch hinnehmen , bevor die Branche Tankschiffe mit Tanks für getrennten Ballast und Doppelhüllen einsetzt ? ;0 68 113 10919 317 42 613 2510 14 3070 16 3689 0 131 0 32 3045 0 20 0 3535 554;How much more pollution do we have to endure before the industry delivers us tankers with segregated tanks and double holds ? ;1813 781 65 2087 580 318 113 37 16764 101 4 3147 17545 295 12341 46 15794 17576 53 4124 8045 577;better pollution we must accept before the with ;112 2087 318 347 1608 101 4 46;3.686020687336761e-12;3;1
Obwohl ich anerkenne , daß in einigen Bereichen wie der Hafenstaatenkontrolle und den Mindestanforderungen für Schiffsbesatzungen gewisse Fortschritte erzielt wurden , gibt es immer noch Schiffe , die unser verstorbener Kollege Ken Stewart als eine in den Gewässern der Europäischen Union verkehrende Schande - Seelenverkäufer mit jämmerlicher Besatzung - bezeichnete . ;8308 210 13760 14 30 4 534 595 420 5 0 20 33 9110 32 0 8006 3881 3902 401 14 1385 27 671 613 4598 14 16 827 0 1460 0 0 354 211 4 33 4240 5 62 266 0 4565 625 0 131 0 15315 625 5048 25;While I recognise that some progress has been made in areas like port state control and minimal crewing standards , we are still faced with what our late colleague Ken Stewart used to call ships of shame sailing in and out of our European Union waters rust buckets badly crewed . ;3280 117 2485 31 149 81 76 78 228 3 425 118 6844 39 218 53 8413 0 273 20 318 41 639 5786 46 467 154 2664 1436 34866 13226 1391 37 1957 3877 12 8010 13733 3 53 1073 12 154 193 276 3420 0 35453 4022 31270 26;Although I , that some as the and minimum certain there are requirements progress always our fellow ships pointed out a European disgrace in waters Union courage - deport - convictions crew ;2080 117 20 31 149 21 4 53 2732 394 672 41 1244 81 768 154 1960 3877 1438 1073 35 193 8257 3 3420 276 3849 638 28862 638 11492 19604;1.9867323034401513e-28;1;1
Hier müssen die Mitgliedstaaten rasch und entschieden handeln . ;778 317 16 193 1950 20 874 5534 25;We need the Member States to act quickly and decisively . ;40 789 4 202 75 37 34 1865 53 12030 26;Here must the Member States quickly and . ;2163 347 4 202 75 1865 53 26;0.0002780344291111014;1;2
Wir müssen unsere Regierungen dazu bewegen , daß sie ausreichend Mittel für eine wirksame Kontrolle bereitstellen , und wir müssen dafür sorgen , daß sie sich entschiedener für die Sicherheit auf See einsetzen . ;129 317 151 2470 1064 7655 14 30 241 4169 1334 32 211 1831 204 11887 14 20 42 317 938 1004 14 30 241 180 12858 32 16 17 9 4164 3694 25;We need our governments to put up the financial resources needed to give us effective control and we need them also to stop dragging their feet when it comes to maritime safety . ;40 789 154 2321 37 348 890 4 131 300 3847 37 477 295 1783 218 53 318 789 161 342 37 2336 4786 111 4787 363 86 1076 37 1826 360 26;We must governments our to that sufficient resources for effective control and we must yourself to more decisive ;40 347 2321 154 37 31 1758 300 61 1783 218 53 318 347 6868 37 65 2878;1.0450783511681863e-18;2;3
Eines steht jedoch zweifelsfrei fest , alle drei Unfälle hatten eine ökologische Katastrophe zur Folge . ;11582 36 822 15904 1241 14 706 1112 522 140 211 1988 2421 222 3945 25;It is absolutely certain that all three left us with an ecological disaster . ;27 28 1939 394 31 223 1107 1409 295 46 13 1365 3898 26;However , One is have see catastrophe all ;843 20 1095 28 113 1351 8542 223;1.3837826558522838e-07;2;3
So wie vor Jahren im Falle von Westwales , den Shetlandinseln und früheren Unfällen gilt das Mitgefühl meiner Fraktion nunmehr den Menschen in der Bretagne , deren Lebensraum durch diese Katastrophe verseucht wurde . ;1954 420 96 741 73 1409 46 0 14 33 0 20 2713 10597 2751 15 7085 1712 1011 2919 33 1246 4 5 0 14 2062 6508 189 127 2421 0 412 25;My group s sympathy goes out to the people of Brittany who have seen their area despoiled by this disaster , just as my group s sympathy went out to the people of West Wales and to the Shetland Islands on previous occasions . ;1933 596 24 6527 665 1073 37 4 420 12 3871 287 113 2406 111 160 0 10 124 3898 20 340 21 844 596 24 6527 3731 1073 37 4 420 12 5975 5134 53 37 4 24309 7397 82 1831 3261 26;, of and accidents sympathy the my group a now to this ;20 12 53 544 6527 4 844 596 35 362 37 124;2.2789323322294517e-19;3;4
Herr Präsident , jedes Mal , wenn eine solche Katastrophe passiert , sagt man , das darf nie wieder passieren . ;53 54 14 1630 1310 14 278 211 866 2421 3730 14 4421 201 14 15 1254 1207 91 2302 25;Mr President , every time there is a disaster of this kind people say it must never happen again . ;47 58 20 996 398 672 28 35 3898 12 124 2563 420 471 86 347 897 2176 1301 26;Mr President , each time if a such disaster has happened says never happen . ;47 58 20 950 398 121 35 972 3898 76 2175 6551 897 2176 26;1.9799758272542867e-09;1;3
Manche behaupten sogar , dies sei der schlimmste Unfall , von dem die Vogelwelt in diesem Teil Europas je betroffen war . ;9726 1611 2675 14 302 847 5 15056 12990 14 46 61 16 0 4 137 1293 126 355 4297 818 25;Some say that it is the worst accident that has ever befallen the bird life of this part of Europe . ;2503 471 31 86 28 4 6806 3540 31 76 790 33032 4 9557 887 12 124 142 12 135 26;Some even claim worst accident happens in this of Europe . ;2503 976 2656 6806 3540 4932 3 124 12 135 26;4.742286136145619e-10;1;3
Der Gedanke daran , daß sich ein derartiges Ereignis in naher Zukunft wiederholen könnte , dürfte ihr und ihren Mitarbeitern als enormer Ansporn dienen . ;376 4978 941 14 30 180 67 13687 8670 4 8760 1236 1322 460 14 4360 1401 20 762 3157 354 12815 10846 328 25;The thought of an incident of this kind occurring in the near future should concentrate her mind and the minds of her officials wonderfully . ;226 865 12 13 5060 12 124 2563 3351 3 4 1222 959 33 3423 356 821 53 4 891 12 356 5617 16757 26;The idea such should event in repeat near future serve would probably their of staff . ;226 2012 972 33 453 3 966 1222 959 3347 427 697 111 12 4013 26;4.2767163017380336e-13;1;3
Wann wird alles wieder sauber und diese schreckliche Katastrophe vorüber sein ? ;14579 139 406 91 0 20 127 10229 2421 14889 1035 554;When will we see a return to cleanliness and the end of this devastating accident ? ;660 125 318 1351 35 1083 37 16879 53 4 349 12 124 9046 3540 577;When and disaster this ? ;660 53 3898 124 577;5.6548052250039695e-06;1;2
Er ist um so inakzeptabler als er 20 Jahre nach der Katastrophe der Amoco Cadiz passiert , obwohl man doch immer wieder gesagt hat nie wieder ! ;693 7 390 208 0 354 700 747 385 147 5 2421 5 0 0 3730 14 1104 201 348 671 91 511 120 1207 91 58;It is all the more unacceptable for such a thing to occur twenty years after the Amoco Cadiz disaster , despite our saying at the time and many times since , Never again ! ;27 28 223 4 65 4719 61 972 35 1883 37 6670 4849 397 2532 4 17450 17451 3898 20 1293 154 3537 242 4 398 53 812 1646 107 20 19758 1301 713;It is the happen 20 years disaster although never . ;27 28 4 2176 762 397 3898 671 897 26;1.8136823882319055e-14;1;3
Natürlich liegt es in der Verantwortung der Politiker , also in der unseren , die Sicherheit der Seefahrt zu garantieren . ;1297 644 27 4 5 2816 5 5919 14 720 4 5 318 14 16 17 5 0 28 3374 25;It is , of course , the responsibility of policies , and therefore our responsibility , to guarantee the safety of sea transport . ;27 28 20 12 931 20 4 2611 12 336 20 53 29 154 2611 20 37 1400 4 360 12 499 975 26;Of course is responsibility of the leaders guarantee our the safety of the . ;1601 931 28 2611 12 4 899 1400 154 4 360 12 4 26;4.354721648643066e-12;1;2
Wir müssen den Bürgern tatsächlich die Gewähr geben , daß sich eine solche Tragödie nicht wiederholt . ;129 317 33 319 2101 16 6830 66 14 30 180 211 866 6756 315 4029 25;We absolutely have to guarantee our citizens that a disaster of this type will never happen again . ;40 1939 113 37 1400 154 333 31 35 3898 12 124 350 125 897 2176 1301 26;We must citizens certainly that a such tragedy repeated not . ;40 347 333 2292 31 35 972 6199 2916 77 26;2.3152869447033023e-08;1;3
Warum erkennt man unter diesen Bedingungen nicht die Verantwortlichkeit des Befrachters , in diesem Falle Total , an ? ;804 4709 201 92 313 2591 315 16 5768 50 0 14 4 137 1409 0 14 113 554;Why , in these circumstances , is the liability of Total as charterer not recognised ? ;1320 20 3 84 1926 20 28 4 5351 12 5984 21 0 77 1025 577;Why not with the recognises these conditions event ? responsibility ? ;1320 77 46 4 4255 84 258 453 577 2611 577;2.0923399000464053e-13;1;1
Sie müssen in Ihren Vorschlägen auch durchsetzen , daß die doppelwandige Außenhaut zwingend vorgeschrieben und schließlich das Entgasen auf See untersagt wird . ;394 317 4 2071 2033 188 5247 14 30 16 0 0 6467 5067 20 230 15 0 9 4164 4242 139 25;Your proposals must also include making double hulls mandatory and enforcing observance , at last , of the ban on degassing at sea . ;1951 248 347 342 584 998 4124 4125 5858 53 13718 4575 20 242 1416 20 12 4 926 82 0 242 499 26;They must your proposals prevail that the and , lastly , the at sea . ;851 347 1234 248 2750 31 4 53 20 6473 20 4 242 499 26;1.3836274573715393e-09;1;3
Es gilt , ein Team europäischer Inspektoren einzusetzen , die den Zustand der Schiffe effektiv und effizient kontrollieren können . ;416 2751 14 67 8717 4673 14311 8732 14 16 33 3624 5 4598 4635 20 3928 3916 311 25;A European inspection body must be established which can monitor the condition of vessels effectively and efficiently . ;1999 193 4126 2568 347 8 415 15 6 3600 4 2461 12 4313 4330 53 3557 26;It inspectors a team European state of the vessels effectively and they efficient . ;27 10019 35 2904 193 39 12 4 4313 4330 53 108 2448 26;2.352375460625026e-08;1;3
Sie leisten wirklich beachtliche Arbeit . ;394 1961 1921 10921 223 25;I can testify to this remarkable work . ;117 6 15042 37 124 6353 231 26;They make obtaining significant work . ;851 119 5636 1278 231 26;0.00018968453773191674;1;2
Sie , Frau Kommissarin , haben nichts darüber gesagt , was die Kommission zu tun gedenkt , um zur Wiederherstellung der Natur und der natürlichen Lebensräume beizutragen . ;394 14 617 1349 14 95 2482 1912 511 14 184 16 219 28 800 11056 14 390 222 9506 5 9472 20 5 2665 17588 2927 25;And , on this subject , Commissioner , you did not mention how the Commission intends to contribute to the restoration of the natural environment and the natural habitats . ;1393 20 82 124 2254 20 1168 20 448 823 77 1486 431 4 227 247 37 2479 37 4 7967 12 4 2487 1459 53 4 2487 4535 26;They , Commissioner nothing said have what the Commission to restore nature and natural habitats . ;851 20 1168 1649 532 113 467 4 227 37 5854 1431 53 2487 4535 26;1.663417310623261e-12;1;2
Und der Leidtragende ist wieder einmal die Natur . ;972 5 0 7 91 627 16 9472 25;In the meantime , it is nature that is taking the rap , as always . ;451 4 5345 20 86 28 1431 31 28 594 4 15161 20 21 768 26;And is . ;1393 28 26;0.00036124036897332675;1;4
Zahlreiche Freiwillige aus Frankreich und verschiedenen europäischen Ländern haben ihre Solidarität zum Ausdruck gebracht , indem sie den Opfern vor Ort zu Hilfe geeilt sind . ;9375 12972 181 482 20 59 779 727 95 807 776 587 811 353 14 1026 241 33 4009 96 1522 28 2018 0 87 25;Many volunteers from France and other European countries have expressed their solidarity by lending a hand to the victims in the field . ;2063 12457 186 495 53 731 193 715 113 1131 111 1877 10 11478 35 728 37 4 283 3 4 1498 26;Many of volunteers from France and various European countries have aid are their solidarity victims . ;2063 12 12457 186 495 53 59 193 715 113 1207 41 111 1877 283 26;3.064053533969939e-15;1;4
Unsere Vorschläge betreffen vor allem das Alter der Öltanker . ;4951 238 963 96 295 15 8062 5 0 25;Our proposals are particularly concerned with the age of oil tankers . ;833 248 41 480 42 46 4 1954 12 6022 12341 26;Our proposals the old age of . ;833 248 4 2543 1954 12 26;9.156919964623796e-06;1;3
Das ist nicht mehr hinnehmbar . ;157 7 315 68 5107 25;This is no longer tolerable . ;162 28 740 1343 19828 26;The is not acceptable . ;226 28 77 2202 26;0.0020494932062946306;1;2
Sodann die Billigflaggen . ;15481 16 0 25;Next , we have flags of convenience . ;10984 20 318 113 3955 12 3956 26;then the . ;330 4 26;0.014595862632933337;1;5
Das kann nicht länger hingenommen werden . ;157 371 315 3942 8471 115 25;This is no longer tolerable . ;162 28 740 1343 19828 26;The can not board . ;226 6 77 6338 26;0.0018085973682064875;1;3
Das ist nicht mehr hinnehmbar . ;157 7 315 68 5107 25;This is no longer tolerable . ;162 28 740 1343 19828 26;The is not acceptable . ;226 28 77 2202 26;0.0020494932062946306;1;2
Darüber hinaus müssen wir erreichen , daß bei der Ausstellung von Seetüchtigkeitsattesten sowie bei der Überwachung des Zustands und der Wartung der Schiffe rigoroser vorgegangen wird . ;737 1913 317 42 84 14 30 228 5 8738 46 0 271 228 5 1279 50 12367 20 5 9222 5 4598 0 5331 139 25;We must also ensure increased strictness both in issuing sea-worthiness certificates and in monitoring the condition and the maintenance of vessels . ;40 347 342 770 2104 0 593 3 8918 0 10358 53 3 1271 4 2461 53 4 7919 12 4313 26;Furthermore , must that state issuing supervision and maintenance vessels . ;637 20 347 31 39 8918 732 53 7919 4313 26;2.623515959847612e-13;1;3
Im vorliegenden Fall denke ich insbesondere an die Gruppe Total-Fina . ;1163 2104 908 362 210 185 113 16 225 0 25;I am thinking specifically of Total-Fina in the present instance . ;117 681 796 654 12 0 3 4 153 2836 26;In case I think in particular group . ;451 922 117 377 3 438 596 26;1.2217858856110418e-06;1;5
Die gleichen Vorstellungen kann die Europäische Union auch gegenüber der Internationalen Seeschiffahrtsorganisation vertreten . ;37 3969 6629 371 16 1801 266 188 136 5 1663 0 1641 25;This is an approach , Mr President , which the European Union can develop with regard to the International Maritime Organisation . ;162 28 13 1805 20 47 58 20 15 4 193 276 6 3344 46 345 37 4 1635 12336 1917 26;The the same European Union can International . ;226 4 962 193 276 6 1635 26;9.809742203758182e-07;1;2
In der Stunde der Not gab es eine wunderbare Woge der Solidarität auf lokaler , nationaler und länderübergreifender Ebene . ;437 5 4798 5 6554 3271 27 211 10126 0 5 776 9 5074 14 735 20 0 635 25;In this emergency , in this ordeal , we have seen a magnificent display of solidarity local solidarity , national solidarity , and intergovernmental solidarity . ;451 124 3750 20 3 124 10463 20 318 113 2406 35 7676 5687 12 1877 1724 1877 20 316 1877 20 53 2652 1877 26;In suffering ;451 4054;4.6177759568081816e-10;2;1
Wir zahlen nun den Preis für unsere Unterlassungen . ;129 2045 349 33 4471 32 151 0 25;Quite clearly , we are now paying the price for our lack of concern . ;7727 1024 20 318 41 362 1940 4 1946 61 154 2520 12 969 26;We pay ;40 2375;2.5500815109840653e-05;2;3
Wir sind da heute in einer schwierigen Lage . ;129 87 104 64 4 456 2319 2721 25;So today we find ourselves in a state of utter confusion . ;724 815 318 210 686 3 35 39 12 15627 1552 26;We are difficult ;40 41 89;5.917791100015601e-05;2;1
Es ist Sache der Mitgliedstaaten und der Gemeinschaft , hierfür die Initiative zu ergreifen . ;416 7 1964 5 193 20 5 2590 14 1620 16 640 28 3349 25;It is up to the Members States and the Community to take the necessary initiatives to achieve this . ;27 28 890 37 4 445 75 53 4 250 37 689 4 299 560 37 646 124 26;It is matter for Member States and the Community initiative . ;27 28 1077 61 202 75 53 4 250 649 26;1.1469161173746199e-05;1;2
Lassen Sie mich daran erinnern , daß die Erika unter der Gefälligkeitsflagge eines Staates fuhr , der Beitrittskandidat für die EU ist . ;2424 394 1290 941 888 14 30 16 4158 92 5 0 11 10021 0 14 5 0 32 16 31 7 25;Let me remind you that the Erika was sailing under a flag of convenience , that of a state applying for membership of the European Union . ;334 766 1882 448 31 4 3875 834 13733 1007 35 7903 12 3956 20 31 12 35 39 4820 61 6316 12 4 193 276 26;Let remind them that the Erika State a EU . ;334 1882 161 31 4 3875 1678 35 32 26;1.8866849502146956e-11;1;4
Zum anderen gibt es auch Gemeinschaftsrichtlinien , aber sie werden nicht oder nur in geringem Maße angewandt , weil es nicht genügend nationale Kontrolleuren gibt . ;1099 1242 1385 27 188 0 14 383 241 115 315 69 8 4 3192 1215 909 14 469 27 315 5146 2596 0 1385 25;In addition , there are Community directives , but they are seldom applied , if at all , due to the insufficient number of national inspectors . ;451 1212 20 672 41 250 1432 20 322 108 41 18189 2799 20 121 242 223 20 1210 37 4 1853 868 12 316 10019 26;There is or because have a they the they used are plenty national . ;1363 28 66 481 113 35 108 4 108 1391 41 5455 316 26;1.273538318753694e-15;1;4
Dem muß dringend abgeholfen werden . ;4079 334 392 0 115 25;This omission must be remedied as a matter of urgency . ;162 4230 347 8 12213 21 35 1077 12 2034 26;must . ;347 26;0.0016404897602662165;1;5
Seit vielen Jahren ist eine Richtlinie über die Sicherheit im Seeverkehr in Vorbereitung , aber sie kommt nur sehr langsam voran . ;3022 2094 741 7 211 1166 153 16 17 73 8756 4 4966 14 383 241 1078 8 510 3202 9177 25;A directive on maritime safety has been in preparation for many years , but it is making very slow progress . ;1999 1156 82 1826 360 76 78 3 4942 61 812 397 20 322 86 28 998 372 4812 81 26;Since many years ago is a directive on maritime safety in prepared but they standstill very slowly . . ;2796 812 397 742 28 35 1156 82 1826 360 3 4053 322 108 5807 372 2948 26 26;1.8757459321392637e-10;1;2
Erstens muß die Verantwortung der Frachteigner bei Ölladungen eindeutig festgelegt werden , so daß sie von den Opfern einer Verschmutzung unzweideutig geltend gemacht werden kann . ;3831 334 16 2816 5 0 228 0 1240 3338 115 14 208 30 241 46 33 4009 456 10919 0 761 1213 115 371 25;Firstly , the liability of owners of oil cargoes must be clearly established and the victims of pollution incidents must be able to claim on this liability unequivocally . ;3579 20 4 5351 12 4888 12 6022 19202 347 8 1024 415 53 4 283 12 2087 3334 347 8 79 37 2656 82 124 5351 13245 26;Firstly , must the clearly responsibility stipulated the can victims pollution . ;3579 20 347 4 1024 2611 1582 4 6 283 2087 26;2.3347789854981295e-14;1;3
Zweitens muß die Bedingung , daß Erdöltanker , die für den Verkehr in den Gemeinschaftsgewässern zugelassen werden , eine doppelte Außenhaut haben müssen , baldmöglichst beschlossen und darf nicht auf den Sankt Nimmerleinstag verschoben werden . ;2074 334 16 6031 14 30 0 14 16 32 33 970 4 33 0 3079 115 14 211 3211 0 95 317 14 6606 431 20 1254 315 9 33 0 0 1371 115 25;Secondly , the requirement of the double hull as a condition for access to Community waters must be enforced as soon as possible and cease to be put off indefinitely . ;1971 20 4 3738 12 4 4124 19103 21 35 2461 61 1713 37 250 3420 347 8 4638 21 2049 21 209 53 7368 37 8 348 1005 14292 26;Secondly , must condition that , the traffic the have a not decided as soon as possible and the . ;1971 20 347 2461 31 20 4 3539 4 113 35 77 982 21 2049 21 209 53 4 26;6.869050667266514e-22;1;3
Drittens muß umgehend eine Altersgrenze für die Schiffe , die für den Verkehr in den Gemeinschaftsgewässern zugelassen sind , festgelegt werden . ;4415 334 6097 211 15950 32 16 4598 14 16 32 33 970 4 33 0 3079 87 14 3338 115 25;Thirdly , a strict age limit on vessels to be given access to Community waters must be established in the near future . ;4130 20 35 2459 1954 1385 82 4313 37 8 1101 1713 37 250 3420 347 8 415 3 4 1222 959 26;Thirdly , must a temporary candidates for vessels the the . ;4130 20 347 35 252 4184 61 4313 4 4 26;2.9038241098599266e-11;1;3
Sie könnte bei maximal 15 Jahren liegen . ;394 460 228 7006 299 741 544 25;This could be of a maximum of 15 years of age . ;162 461 8 12 35 6462 12 315 397 12 1954 26;They could a maximum of 15 years . ;851 461 35 6462 12 315 397 26;0.0011039047196080318;1;5
Deshalb hatten die USA der Erika das Befahren ihrer Gewässer untersagt . ;1010 140 16 6689 5 4158 15 0 93 3655 4242 25;Thus , the Erika was refused access to American waters . ;2820 20 4 3875 834 2056 1713 37 745 3420 26;therefore had the United States Erika banned . ;29 442 4 74 75 3875 3957 26;1.1293853203643431e-05;1;2
Lassen Sie uns diesmal wirklich die Lehren daraus ziehen , Herr Präsident , Frau Kommissarin , auch wenn die Emotionen der Medien und des Parlaments wieder abgeklungen sind . ;2424 394 285 79 1921 16 10078 8276 3640 14 53 54 14 617 1349 14 188 278 16 9303 5 2374 20 50 572 91 0 87 25;Let us ensure , Mr President , Commissioner , that this time we really do learn the lesson , even after the media hype and the shock of this House have died down . ;334 295 770 20 47 58 20 1168 20 31 124 398 318 3346 580 3732 4 2650 20 976 2532 4 2241 18822 53 4 13589 12 124 1479 113 5053 401 26;Let you really learn lessons President from this , Commissioner if the media emotions and Parliament . ;334 448 3346 3732 3733 58 186 124 20 1168 121 4 2241 605 53 64 26;1.9249975808363834e-15;1;5
Welcher Tanker ist der nächste ? ;3629 0 7 5 1270 554;Whose turn is next ? ;20207 1852 28 1260 577;What is next foreseen ? ;811 28 1260 11347 577;2.616800497435758e-07;1;2
Einundzwanzig Jahre nach der Amoco Cadiz beweist diese x ste Ölpest , die siebente seit 1967 , die Verantwortungslosigkeit unserer jeweiligen Regierung . ;0 385 147 5 0 0 9663 127 0 0 0 14 16 0 872 99 14 16 4244 422 2834 1087 25;Twenty one years after Amoco Cadiz , this umpteenth oil slick , the seventh since 1967 , shows the irresponsibility of our successive rulers . ;13919 413 397 2532 17450 17451 20 124 9553 6022 17820 20 4 13313 107 104 20 5083 4 3964 12 154 6164 17737 26;after seemed this stalled , has been 1967 for irresponsibility our government . ;2532 7160 124 19191 20 76 78 104 61 3964 154 830 26;4.0158468033018457e-13;1;2
Wieder einmal zahlt unsere Westküste am Atlantik den hohen Preis für deren Reaktionsunfähigkeit , für ihre Kapitulation vor den Multis . ;11823 627 2543 151 0 721 4108 33 3407 4471 32 2062 0 14 32 807 0 96 33 6690 25;The Atlantic West Coast once again is paying a high price for their inability to react , for their capitulation to the multinationals . ;226 3828 5975 5708 73 1301 28 1940 35 1161 1946 61 111 9542 37 5095 20 61 111 23938 37 4 6142 26;Once again pays our Atlantic Ocean the high price for the multinationals . ;2418 1301 2722 154 3828 7333 4 1161 1946 61 4 6142 26;4.68724859517349e-10;1;2
Nun haben wir das Ergebnis . ;919 95 42 15 1164 25;And this is the result . ;1393 124 28 4 1291 26;Now have result . ;2537 113 1291 26;0.0013237695005012624;1;2
Als Abgeordneter aus der Region Loire-Atlantique kann ich das leider bezeugen . ;2358 481 181 5 6 0 371 210 15 3281 0 25;As an elected representative for the Loire-Atlantique region , unfortunately , I can testify to this . ;292 13 864 2795 61 4 0 5 20 1673 20 117 6 15042 37 124 26;As from region I can . ;292 186 5 117 6 26;3.7794295471572588e-06;1;4
Diese immer wiederkehrenden Katastrophen haben nichts Natürliches , sie sind auch nicht schicksalsgegeben . ;1365 671 0 4393 95 2482 0 14 241 87 188 315 0 25;There is nothing natural about these recurring disasters , they are the result of fate . ;1363 28 1649 2487 339 84 14235 4110 20 108 41 4 1291 12 4029 26;This not catastrophes still ;162 77 28247 639;1.494781908553969e-08;5;6
Sie sind die Konsequenz der menschlichen Inkonsequenz . ;394 87 16 4903 5 5879 0 25;They are the result of human thoughtlessness . ;851 41 4 1291 12 285 0 26;They are the consequence human . ;851 41 4 2500 285 26;0.0013647859417241473;1;2
Es handelt sich dabei um eine ökologische Katastrophe . ;416 2592 180 875 390 211 1988 2421 25;What we have here is an ecological disaster . ;811 318 113 712 28 13 1365 3898 26;It is implementing environmental disaster a . ;27 28 440 933 3898 35 26;0.00020971589278857302;1;2
Nur wer von den harten Realitäten vor Ort sehr weit entfernt ist , kann das bezweifeln . ;2329 705 46 33 7793 6299 96 1522 510 859 4102 7 14 371 15 10226 25;Only the people cut off from the harsh reality of the grass roots could have any doubt about that . ;2199 4 420 750 1005 186 4 4263 1162 12 4 3883 3884 461 113 452 956 339 31 26;Who Only the hard realities away doubt can somehow . ;6006 2199 4 1842 5787 990 956 6 10611 26;5.329087601030325e-09;1;3
Denn nach Expertenmeinung hätte das Öl auf der Erika auf den Grund sinken müssen und niemals die Küsten erreichen dürfen . ;2082 147 0 608 15 4175 9 5 4158 9 33 928 7494 317 20 882 16 10920 84 1282 25;In fact , according to the experts , the oil the Erika was carrying was supposed to sink to the bottom and should never have reached the coast . ;451 531 20 617 37 4 3577 20 4 6022 4 3875 834 4726 834 1814 37 12817 37 4 6511 53 33 897 113 5193 4 7383 26;the Erika to the must the and never achieve shores . ;4 3875 37 4 347 4 53 897 646 18075 26;8.153626945950563e-13;1;4
Die Folgen sind bekannt . ;37 2344 87 1787 25;We know what actually happened . ;40 335 467 2004 2175 26;The ;226;0.002513362860196121;2;2
