Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.07107778819119025;1;1
( Der Präsident entzieht der Rednerin das Wort . ) ;884 376 54 5045 5 5046 15 1500 25 886;( The President cut the speaker off ) ;900 226 58 750 4 4672 1005 902;( The President cut the off the speaker . ) ;900 226 58 750 4 1005 4 4672 26 902;0.01819833537547944;1;2
Ich möchte Frau Grossetête und ihren Kollegen dafür danken , daß sie diesen Antrag eingebracht haben . ;107 108 617 3652 20 762 57 938 448 14 30 241 313 1667 9201 95 25;I would like to thank Mrs Grossetête and her colleagues for bringing this motion before Parliament . ;117 427 118 37 449 2185 3417 53 356 1997 61 4880 124 1370 101 64 26;I would like Grossetête and their for that to have these . ;117 427 118 3417 53 111 61 31 37 113 84 26;1.2217446842898799e-07;1;2
Ich ziehe den Hut vor den Anstrengungen zur Schadensbekämpfung . ;107 768 33 8188 96 33 3657 222 0 25;I salute these joint efforts to repair the damage . ;117 8014 84 1532 2271 37 14167 4 3880 26;I prefer the the effort . ;117 2475 4 4 1384 26;1.885074524147435e-05;1;2
Letztlich muß der Verursacher zur Kasse gebeten werden . ;13013 334 5 4165 222 0 4016 115 25;Ultimately , the polluter must pay . ;18181 20 4 2721 347 2375 26;Finally , must the polluter on the stiffening ;2428 20 347 4 2721 82 4 18008;1.3929596249202145e-07;2;2
Sie wollen Antworten . ;394 90 1124 25;They want answers . ;851 738 2362 26;They want to provide ;851 738 37 1692;0.002979546027618054;2;2
Sie wollen keine weiteren Zusagen , die wir dann doch nicht einhalten , sie wollen keine Bemühungen , die wir dann doch nicht umsetzen . ;394 90 80 2043 3067 14 16 42 569 348 315 4027 14 241 90 80 2359 14 16 42 569 348 315 5657 25;They do not want any more promises that we then fail to keep , or to see any efforts that we then fail to follow through . ;851 580 77 738 452 65 5612 31 318 330 1333 37 1585 20 66 37 1351 452 2271 31 318 330 1333 37 2792 751 26;They want to not further commitments pledged we want to no efforts we . ;851 738 37 77 2180 4884 17787 318 738 37 740 2271 318 26;4.197267007285638e-12;1;2
Aber auch das muß gekonnt sein . ;1559 188 15 334 0 1035 25;But there is an art to that as well . ;1846 672 28 13 8002 37 31 21 22 26;But . ;1846 26;1.1558794771179245e-05;1;2
Frau Roth-Behrendt sagte , daß in der Vergangenheit nichts getan wurde . ;617 11846 576 14 30 4 5 1775 2482 3144 412 25;Mrs Roth-Behrendt said that nothing had ever been done . ;2185 11193 532 31 1649 442 790 78 460 26;Mrs Roth-Behrendt said that past done do . ;2185 11193 532 31 1743 460 580 26;0.0005519753978138954;1;2
Ich glaube , daß in der Vergangenheit in der Kommission einiges getan wurde , aber es muß noch mehr getan werden . ;107 209 14 30 4 5 1775 4 5 219 7132 3144 412 14 383 27 334 613 68 3144 115 25;In fact , I believe that things have been done by the Commission , but there is still more to do . ;451 531 20 117 208 31 1103 113 78 460 10 4 227 20 322 672 28 639 65 37 580 26;I believe that past Commission was some but and have be more . ;117 208 31 1743 227 834 149 322 53 113 8 65 26;4.546952195533322e-10;1;1
Außerdem konzentrierte man sich in diesen vergangenen Jahren grundsätzlich auf die Sicherheit im Passagierverkehr . ;624 0 201 180 4 313 1810 741 1464 9 16 17 73 0 25;During these years , the emphasis has mainly been on the safety of passenger transport . ;4846 84 397 20 4 1685 76 2542 78 82 4 360 12 6994 975 26;also one might has shown itself these last years in basically the . security . ;342 413 673 76 852 884 84 1416 397 3 3848 4 26 17 26;1.2876988746084571e-07;1;2
Das ist die Realität . ;157 7 16 2971 25;That is the reality . ;1014 28 4 1162 26;This is the reality . ;162 28 4 1162 26;0.009012844064640499;1;2
Die Billigflaggen sind ein Problem , aber nicht das einzige . ;37 0 87 67 116 14 383 315 15 2055 25;Flags of convenience are one problem , but are not the only one . ;0 12 3956 41 413 123 20 322 41 77 4 7 413 26;The are a problem but not . ;226 41 35 123 322 77 26;4.667473899263476e-07;1;1
Denn wir haben bereits eine Gesetzgebung . ;2082 42 95 260 211 1048 25;We already have legislation . ;40 271 113 279 26;have already a ;113 271 35;8.83296101075804e-06;2;1
Als letztes möchte ich auf die Frage der Haftung hinweisen . ;2358 2654 108 210 9 16 202 5 6349 1249 25;Lastly , I would like to stress the issue of liability . ;2384 20 117 427 118 37 4087 4 216 12 5351 26;I As to issue liability . ;117 292 37 216 5351 26;4.270363027414517e-06;1;2
Nicht nur in bezug auf die Höchstbeträge , die meiner Ansicht nach den nordamerikanischen ähnlich sein müssen . ;3762 8 4 237 9 16 0 14 16 1712 480 147 33 0 6273 1035 317 25;Not only in terms of maximum sums insured , which I believe should be similar to those in the United States . ;1695 7 3 1854 12 6462 3160 9350 20 15 117 208 33 8 4796 37 1241 3 4 74 75 26;Not only I . ;1695 7 117 26;1.7280698587031018e-10;1;2
Ich komme zum Schluß , ich will nicht weiter in die Tiefe gehen . ;107 7628 587 5124 14 210 236 315 1551 4 16 3582 692 25;I will end now . I will not expand further . ;117 125 349 362 26 117 125 77 1529 2180 26;I come I not , . ;117 151 117 77 20 26;8.579263992469199e-06;1;2
Vielen Dank . Frau Kommissarin . ;924 925 25 617 1349 25;Thank you very much , Commissioner . ;447 448 372 781 20 1168 26;Thank you . Commissioner . ;447 448 26 1168 26;0.084265424091858;1;1
Wir haben Ihre Bereitschaft zur Kenntnis genommen . ;129 95 1890 2866 222 880 2261 25;We have taken good note of your intentions . ;40 113 855 30 2445 12 1234 2831 26;We have your ;40 113 1234;8.768880101211931e-05;2;1
Ich habe gemäß Artikel 37 , Absatz 2 , acht Entschließungsanträge zum Abschluß dieser Erklärung der Kommission erhalten . ;107 284 975 453 6217 14 1483 1700 14 2061 60 587 1009 82 896 5 219 1698 25;I have received 8 motions for resolution , in accordance with Rule 37 ( 2 ) , to close the present Commission statement . ;117 113 1136 1463 60 61 1065 20 3 265 46 1614 5705 900 1674 902 20 37 4602 4 153 227 571 26;I received 37 motions for resolutions paragraph 2 pursuant , received 8 motions for resolutions this statement of the Commission are . ;117 1136 5705 60 61 62 3089 1674 3170 20 1136 1463 60 61 62 124 571 12 4 227 41 26;1.2116037190722579e-07;1;2
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2852803609567986;1;2
Die Abstimmung findet am Donnerstag um 12 . 00 Uhr statt . ;37 1190 900 721 1672 390 167 25 1192 1193 934 25;The vote will take place on Thursday at 12 . 00 p . m . ;226 1181 125 689 856 82 1644 242 173 26 1184 2747 26 1185 26;The vote will take place on Thursday at 12 noon . ;226 1181 125 689 856 82 1644 242 173 4163 26;0.00026341853402589535;1;5
Stürme in Europa ;0 4 365;Storms in Europe ;0 3 135;Given ;4196;0.006348851394809995;2;3
Nach der Tagesordnung folgt die Erklärung der Kommission über die Stürme in Europa . ;2212 5 1002 3317 16 896 5 219 153 16 0 4 365 25;The next item is the Commission statement on the storms in Europe . ;226 1260 3063 28 4 227 571 82 4 6407 3 135 26;The next item is the Commission statement on the in Europe . ;226 1260 3063 28 4 227 571 82 4 3 135 26;4.488315530741235e-08;1;2
Ich denke , daß das geschehen ist , da Sie nichts darüber gesagt haben . ;107 362 14 30 15 3667 7 14 104 394 2482 1912 511 95 25;I think that you must have done so , because you have not mentioned it . ;117 377 31 448 347 113 460 1097 20 481 448 113 77 546 86 26;I think that happened because you ;117 377 31 2175 481 448;8.334208369641994e-07;3;2
Sie wissen auch , daß dieses Problem sich nicht nur kurzfristig stellt , sondern auch mittel und langfristig . ;394 887 188 14 30 207 116 180 315 8 3104 2762 14 326 188 0 20 7506 25;You also know that this will not only be a short-term problem , but also a medium and long-term one . ;376 342 335 31 124 125 77 7 8 35 636 123 20 322 342 35 1986 53 2227 413 26;They know that this problem not short percentage but also and . in the long term . ;851 335 31 124 123 77 906 3699 322 342 53 26 3 4 405 1177 26;1.3235170133085702e-12;1;1
Lassen Sie mich das erklären . ;2424 394 1290 15 1121 25;Let me explain . ;334 766 487 26;Let to explain . ;334 37 487 26;0.003965687567475959;1;2
Diesen Aspekt sollten wir im Gedächtnis behalten und bei unseren verschiedenen Politiken nicht vergessen . ;9569 532 1614 42 73 7086 10144 20 228 318 59 2404 315 1283 25;I think that this is something which we should continually bear in mind so that we do not lose sight of it in our various policies . ;117 377 31 124 28 2472 15 318 33 1113 619 3 821 1097 31 318 580 77 4061 458 12 86 3 154 59 336 26;Other we should be our memories and our various policies ;3767 318 33 8 154 18033 53 154 59 336;7.1226067850535915e-06;2;2
Das Problem des Holzsektors ist äußerst komplex . ;157 116 50 0 7 1147 8599 25;It is true that the problem of the forestry sector is an extremely complex one . ;27 28 87 31 4 123 12 4 6399 692 28 13 475 2615 413 26;The problem of the is extremely . ;226 123 12 4 28 475 26;4.882243218496438e-05;1;1
Ich will damit nur sagen , daß das Problem äußerst komplex ist , und ich bitte die Kommission , diese Situation möglichst gründlich zu analysieren . ;107 236 1232 8 436 14 30 15 116 1147 8599 7 14 20 210 578 16 219 14 127 72 1415 7080 28 8375 25;I am telling you all of this to illustrate how complex the problem is , and I thank the Commission once again for extending their analysis of this situation as far as it could . ;117 681 10055 448 223 12 124 37 4571 431 2615 4 123 28 20 53 117 449 4 227 73 1301 61 5529 111 256 12 124 69 21 1098 21 86 461 26;I about it that the problem is extremely and I would ask the Commission thoroughly this situation if ;117 339 86 31 4 123 28 475 53 117 427 708 4 227 3693 124 69 121;7.165057738506548e-12;2;1
Wir müssen also unsere Politiken neu bewerten , um dem Rechnung zu tragen . ;129 317 720 151 2404 623 2612 14 390 61 4716 28 4205 25;We should therefore review our policies in order to take account of this fact . ;40 33 29 3665 154 336 3 735 37 689 2179 12 124 531 26;So We must policies evaluate our projects , to takes account of this the . ;724 40 347 336 6681 154 1740 20 37 1012 2179 12 124 4 26;1.661798038739638e-10;1;2
Europa hat die Pflicht , sie zu unterstützen und so die Anstrengungen der Regierungen der betroffenen Mitgliedstaaten zu ergänzen . ;365 120 16 3343 14 241 28 765 20 208 16 3657 5 2470 5 1245 193 28 4666 25;It is Europe s duty to support them and thereby complement the efforts of the governments of Member States affected by the disaster . ;27 28 135 24 3093 37 133 161 53 8312 964 4 2271 12 4 2321 12 202 75 1233 10 4 3898 26;Europe the duty , support them and governments of the supplement concerned Member States . ;135 4 3093 20 133 161 53 2321 12 4 3255 42 202 75 26;1.2252062262865779e-09;1;2
So müssen die Forstwege dringend ausgebaut und so schnell wie möglich instandgesetzt werden . ;1954 317 16 0 392 3761 20 208 434 420 13 0 115 25;It is therefore a matter of urgency to improve forest roads , and to repair them as quickly as possible . ;27 28 29 35 1077 12 2034 37 533 8401 2086 20 53 37 14167 161 21 1865 21 209 26;must and urgently so be as soon as possible . ;347 53 2978 1097 8 21 2049 21 209 26;4.518442670542059e-09;1;2
Ferner gehört dazu die Bereitstellung von Forstgerät und von qualifiziertem Personal . ;5543 714 1064 16 4083 46 0 20 46 0 1936 25;Lending forestry equipment and making personnel qualified in forestry management available are also covered by this measure . ;0 6399 1383 53 998 6834 984 3 6399 2216 2103 41 342 426 10 124 1509 26;Furthermore of and workers ;637 12 53 1505;3.2684925965024282e-09;2;3
Schließlich muß unbedingt der Holzeinschlag verlangsamt werden , um zunächst den Kauf von Bruchholz zu fördern . ;1659 334 1223 5 0 0 115 14 390 2093 33 16119 46 0 28 1835 25;Finally , it is essential that we slow down the logging of standing wood , in order to give priority to the purchase of windfalls . ;2428 20 86 28 1259 31 318 4812 401 4 30028 12 6749 6397 20 3 735 37 477 1824 37 4 4676 12 25980 26;Finally , must it to of . ;2428 20 347 86 37 12 26;9.141407444499144e-08;1;2
Ich fordere die Kommission auf , dies bei ihren Überlegungen zu ihrem Vorgehen nach der unmittelbaren Nothilfe zu berücksichtigen . ;107 954 16 219 9 14 302 228 762 2305 28 763 552 147 5 11388 0 28 2780 25;I ask the Commission to incorporate this into a study of how the situation should be managed now that the emergency is over . ;117 708 4 227 37 1823 124 847 35 2708 12 431 4 69 33 8 640 362 31 4 3750 28 96 26;I call the Commission considering this immediate . ;117 1957 4 227 5353 124 3736 26;1.4228562033205476e-09;1;2
Es bedarf einer Beschleunigung der derzeitigen Programme . ;416 5366 456 8949 5 1916 1342 25;Current programmes must be accelerated . ;9018 1325 347 8 10484 26;It programmes speeding up current accessible . ;27 1325 8222 890 1779 1747 26;4.220234315660797e-05;1;2
Der Handel mit Emissionszertifikaten ist meiner Meinung nach unmoralisch und löst das Problem nicht , sondern verschiebt es nur . ;376 2824 131 0 7 1712 1057 147 0 20 206 15 116 315 14 326 0 27 8 25;The trade in emissions rights is immoral to my mind and rather than solving the problem , it shelves it . ;226 2580 3 2092 1019 28 22102 37 844 821 53 1176 422 2811 4 123 20 86 20111 86 26;The trade with is and not inertia my problem but it . ;226 2580 46 28 53 77 439 844 123 322 86 26;9.759059345147622e-13;1;3
Die Durchsetzung der Vorgaben im Weißbuch für erneuerbare Energieträger , die eine massive Reduktion der Treibhausgase mit sich bringen würde , muß beschleunigt werden . ;37 3142 5 7291 73 4509 32 11896 11621 14 16 211 6988 18400 5 9860 131 180 633 594 14 334 8444 115 25;We must work more rapidly towards achieving the targets stipulated in the White Paper for renewable energy sources , as this would bring about a massive reduction in greenhouse gases . ;40 347 231 65 5682 144 6708 4 2975 1582 3 4 4209 4210 61 1268 974 1274 20 21 124 427 1009 339 35 5690 2366 3 2090 4706 26;The upholding renewables would bring White Paper for reduction greenhouse gas massive must speeded up . ;226 7032 12600 427 1009 4209 4210 61 2366 2090 2091 5690 347 11181 890 26;3.104345635462122e-11;1;1
Herr Kommissar , Herr Präsident , meine sehr geehrten Damen und Herren ! ;53 1177 14 53 54 14 836 510 10334 439 20 440 58;Commissioner , Mr President , Lothar was a quite ordinary name hitherto . ;1168 20 47 58 20 0 834 35 120 3234 3284 2566 26;Mr Commissioner , Mr President , ladies and gentlemen , gentlemen , , ;47 1168 20 47 58 20 1169 53 1170 20 1170 20 20;0.0004432737512066402;1;2
Ich habe Ihnen , Herr Kommissar , sehr aufmerksam zugehört und begrüße es auch außerordentlich , daß Sie sich vor Ort in Frankreich und in Deutschland die Katastrophe einmal ansehen werden . ;107 284 445 14 53 1177 14 510 396 464 20 509 27 188 288 14 30 394 180 96 1522 4 482 20 4 6936 16 2421 627 3454 115 25;I have listened to you very attentively Commissioner , and welcome with open arms the fact that you are intending to go and see for yourself the effects the catastrophe has had in France and in Germany . ;117 113 465 37 448 372 16066 1168 20 53 530 46 1068 5740 4 531 31 448 41 4936 37 423 53 1351 61 6868 4 1511 4 8542 76 442 3 495 53 3 6071 26;I Commissioner you , you greatly sympathetic and once welcome France and Germany will catastrophe . ;117 1168 448 20 448 5750 6725 53 73 530 495 53 6071 125 8542 26;1.5271931341576355e-20;1;2
All dies sind gutgemeinte Ratschläge . ;902 302 87 0 13578 25;All this is well-intentioned advice . ;918 124 28 12397 3826 26;Asylum All this desperate advice . ;235 918 124 10241 3826 26;8.682406034783089e-05;1;1
Die notwendige Durchforstung wird nicht fortgeführt , die Wälder werden nicht im erforderlichen Maße gepflegt . ;37 3658 0 139 315 5114 14 16 9132 115 315 73 4112 1215 0 25;The thinning-out we need is not being attended to the forests are not being tended to the requisite degree . ;226 0 318 789 28 77 313 4559 37 4 4513 41 77 313 7933 37 4 3881 1864 26;The need to will not continue , the forests not ;226 789 37 125 77 268 20 4 4513 77;1.0900767329785462e-09;2;3
Herr Präsident , Herr Kommissar , liebe Kolleginnen und Kollegen ! Gestatten Sie mir zunächst den Hinweis auf zwei Tatbestände . ;53 54 14 53 1177 14 1178 56 20 57 58 2489 394 940 2093 33 2423 9 372 0 25;Mr President , Commissioner , permit me , first of all , to make reference to two facts . ;47 58 20 1168 20 2604 766 20 457 12 223 20 37 119 168 37 386 5548 26;Mr President , Mr Commissioner , ladies and gentlemen , allow the ;47 58 20 47 1168 20 1169 53 1170 20 459 4;4.710258244567412e-08;2;7
Liebe Kollegen und Kolleginnen ! ;6715 57 20 56 58;This is wrong ! ;162 28 1439 713;Ladies and ladies ;4326 53 1169;0.015538475676382469;2;1
Wer um seine Existenz bangen muß , schon gar nicht . ;1666 390 164 7694 0 334 14 2047 845 315 25;Certainly those who fear for their livelihood are at a complete loss . ;7587 1241 287 1851 61 111 9030 41 242 35 1993 9525 26;Anyone who must its not . ;3531 287 347 170 77 26;4.6598630764913053e-07;1;2
Die Menschen in der Europäischen Union erwarten Solidarität , auch innerhalb dieser Gemeinschaft . ;37 1246 4 5 62 266 1130 776 14 188 631 82 2590 25;The citizens of the European Union expect solidarity , also from within this Community . ;226 333 12 4 193 276 645 1877 20 342 186 561 124 250 26;The people in European union are expecting solidarity also within this Community . ;226 420 3 193 3309 41 5933 1877 342 561 124 250 26;5.960256051316782e-13;1;1
Ich sage , sie haben einen Anspruch auf Solidarität . ;107 1339 14 241 95 232 1301 9 776 25;I say they have a right to solidarity . ;117 471 108 113 35 871 37 1877 26;I say have them a eligible solidarity . ;117 471 113 161 35 1701 1877 26;0.00021997084694224807;1;2
Das Europäische Parlament muß in der Stunde der Not dafür Sorge tragen , daß dieser Anspruch auch erfüllt wird . ;157 1801 63 334 4 5 4798 5 6554 938 1107 4205 14 30 82 1301 188 3177 139 25;Indeed the European Parliament must make it its business to uphold this right in hours of need . ;1485 4 193 64 347 119 86 170 1160 37 5958 124 871 3 988 12 789 26;The European Parliament must suffering this fulfilled this . ;226 193 64 347 4054 124 2923 124 26;1.3951413453174578e-11;1;2
Wir brauchen in der Europäischen Union dringend Regeln für die Umwelthaftung . ;129 775 4 5 62 266 392 2058 32 16 6357 25;The European Union needs rules governing environmental liability as a matter of urgency . ;226 193 276 298 1905 7359 933 5351 21 35 1077 12 2034 26;We need European Union rules for environmental liability ;40 789 193 276 1905 61 933 5351;9.082212106927489e-05;2;1
Wir müssen die Verursacher für alle Arten von Schäden an unserer Umwelt haftbar machen . ;129 317 16 4165 32 706 5352 46 5820 113 422 1481 0 397 25;We must make the perpetrators liable for all manner of damage done to our environment . ;40 347 119 4 838 1415 61 223 3188 12 3880 460 37 154 1459 26;We must perpetrators must for all species of damage to our environment . ;40 347 838 347 61 223 5072 12 3880 37 154 1459 26;8.690809125292239e-09;1;2
Es ist klar geworden , daß der Mensch nach wie vor nicht in der Lage ist , Naturkatastrophen auszuweichen . ;416 7 110 4323 14 30 5 5413 147 420 96 315 4 5 2721 7 14 6258 0 25;It has become clear that mankind continues to be unable to avoid natural disasters . ;27 76 666 72 31 5994 7050 37 8 2633 37 736 2487 4110 26;It is that the FMD-free is not natural disasters . ;27 28 31 4 19009 28 77 2487 4110 26;4.956177785405798e-10;1;4
Naturkatastrophen hat es immer gegeben , und es wird sie weiterhin geben . ;6258 120 27 671 1299 14 20 27 139 241 1400 66 25;There have always been natural disasters and there always will be . ;1363 113 768 78 2487 4110 53 672 768 125 8 26;Natural disasters and remain . ;5748 4110 53 677 26;6.503388198066811e-07;1;2
Wir in Europa sind bis heute noch privilegiert , weil wir den Golfstrom haben und der Golfstrom noch funktioniert . ;129 4 365 87 162 64 613 0 14 469 42 33 0 95 20 5 0 613 3897 25;To this day , we in Europe remain in the privileged position of having the Gulf Stream , and the Gulf Stream still does its stuff . ;1262 124 886 20 318 3 135 677 3 4 10299 707 12 1071 4 9649 27105 20 53 4 9649 27105 639 456 170 25787 26;We in Europe have to because we yet and , working . ;40 3 135 113 37 481 318 418 53 20 2225 26;6.614438004159351e-11;1;2
Wir haben zum Glück den Golfstrom . ;129 95 587 8518 33 0 25;We are fortunate in having the Gulf Stream . ;40 41 14519 3 1071 4 9649 27105 26;We have ;40 113;0.0013487400353082667;2;2
Aber wir leiden wie die anderen auch unter dem Treibhauseffekt . ;1559 42 5830 420 16 1242 188 92 61 4808 25;But in common with others , we too are having to endure the greenhouse effect . ;1846 3 274 46 1500 20 318 404 41 1071 37 16764 4 2090 2454 26;But we suffer how others the greenhouse phenomenon . ;1846 318 8208 431 1500 4 2090 4011 26;3.8354633686028596e-07;1;1
Dieser ist - so schwierig es ist , die Klimaveränderung mit Rechenexempeln zu demonstrieren - zum Teil von Menschen gemacht . ;1041 7 625 208 991 27 7 14 16 12616 131 0 28 8586 625 587 1293 46 1246 1213 25;This is partly the work of human hand , as difficult as it is to demonstrate climate change using calculations . ;162 28 1967 4 231 12 285 728 20 21 89 21 86 28 37 4841 2647 140 923 5140 26;a difficult it is climate change of people . ;35 89 86 28 2647 140 12 420 26;9.65597584883571e-13;1;2
Wir müssen mehr auf die Richtlinien der Kyotoer Umweltkonferenz achten . ;129 317 68 9 16 2307 5 0 0 754 25;We must take more account of the guidelines produced at the Kyoto environmental conference . ;40 347 689 65 2179 12 4 1659 1133 242 4 2318 933 1114 26;We must more guidelines Cambodian watch leaders this . ;40 347 65 1659 9859 1881 899 124 26;8.9781495990126e-07;1;2
Herr Präsident ! Ich meine , wir müssen vor allem die Opfer beklagen . ;53 54 58 107 836 14 42 317 96 295 16 275 3075 25;Mr President , I think we should firstly express our sorrow for the victims . ;47 58 20 117 377 318 33 1399 1307 154 9182 61 4 283 26;Mr President , I think we must complaining the victims ;47 58 20 117 377 318 347 9614 4 283;9.602193201096197e-07;2;1
Sie sind ein unwiederbringlicher Verlust . ;394 87 67 0 5051 25;This is an irreparable loss . ;162 28 13 25751 9525 26;It are a waste of . ;27 41 35 2212 12 26;0.005045819851278478;1;1
Die erste erkennt der Herr Kommissar meiner Meinung nach implizit in seiner Rede an , wenn er sich fragt , ob es sich um natürliche Katastrophen handelt oder nicht . ;37 449 4709 5 53 1177 1712 1057 147 0 4 696 1208 113 14 278 700 180 7022 14 1469 27 180 390 2979 4393 2592 69 315 25;I believe that the first one was implicitly recognised by the Commissioner in his speech when he wondered whether these catastrophes are natural or not . ;117 208 31 4 457 413 834 4974 1025 10 4 1168 3 706 2827 363 711 2504 1142 84 28247 41 2487 66 77 26;The first recognises the Commissioner in me its speech if wonders whether natural catastrophe or not . ;226 457 4255 4 1168 3 766 170 2827 121 34066 1142 2487 8542 66 77 26;6.889812230633572e-11;1;2
Deshalb muß Europa sich eindeutig zu dem Protokoll von Kyoto verpflichten und konkrete Vorschläge vorlegen . ;1010 334 365 180 1240 28 61 899 46 2468 4084 20 2551 238 2464 25;Therefore Europe must be clearly committed to the Kyoto Protocol and make specific proposals . ;939 135 347 8 1024 5335 37 4 2318 917 53 119 428 248 26;That is why Europe clearly the Kyoto Protocol and present concrete proposals . ;1014 28 710 135 1024 4 2318 917 53 153 1862 248 26;7.300750927632612e-08;1;2
Das halte ich für wichtig . ;157 1115 210 32 1047 25;That is important . ;1014 28 183 26;I This important . ;117 162 183 26;0.0014466052057443455;1;2
Ich denke , wir sollten diese Haushaltslinie wieder aufleben lassen . ;107 362 14 42 1614 127 5540 91 0 680 25;I think we should reinstate this budget line . ;117 377 318 33 19411 124 2120 3110 26;I think we should ;117 377 318 33;4.504876564091775e-06;2;2
Dieselbe Situation bot sich bei den Überschwemmungen in Frankreich und auch jetzt wieder . ;0 72 15411 180 228 33 2926 4 482 20 188 949 91 25;The same when the floods came in France and the same again now . ;226 962 363 4 2712 925 3 495 53 4 962 1301 362 26;situation the floods in France and now . ;69 4 2712 3 495 53 362 26;7.022603160241449e-07;1;2
Wir können die Mittel über Jahre ansparen und sicherstellen , daß wir bei Bedarf über ein entsprechendes Instrument verfügen . ;129 311 16 1334 153 385 0 20 3140 14 30 42 228 2337 153 67 9654 1896 1885 25;We can save it from year to year and ensure that when something major happens we have an instrument to deal with it . ;40 6 3744 86 186 1013 37 1013 53 770 31 363 2472 1020 4932 318 113 13 251 37 321 46 86 26;We can a and of for over ensure that we to be if need to on a have appropriate instrument . ;40 6 35 53 12 61 96 770 31 318 37 8 121 789 37 82 35 113 1828 251 26;5.237114361881608e-12;1;2
Werte Kolleginnen und Kollegen , wir sollten alle miteinander nicht an Gedächtnisschwund leiden . ;4624 56 20 57 14 42 1614 706 2197 315 113 0 5830 25;Ladies and gentlemen , none of us must forget what has taken place . ;4326 53 1170 20 4264 12 295 347 1820 467 76 855 856 26;We all beginning should . ;40 223 139 33 26;1.416033650219608e-06;1;2
Den Staaten bleibt lediglich die Rolle , als kommunizierende Röhren zu fungieren und auf der einen Seite das wegzunehmen , was sie auf der anderen Seite geben . ;3636 78 310 3333 16 1269 14 354 0 0 28 2832 20 9 5 232 357 15 0 14 184 241 9 5 1242 357 66 25;It is nothing more than the States playing at taking from Peter in order to give to Paul . ;27 28 1649 65 422 4 75 9390 242 594 186 9296 3 735 37 477 37 9371 26;States remains role , and one what other side . ;75 1318 157 20 53 413 467 731 374 26;1.0981023968637957e-13;1;2
Das ist nicht genug , und ich freue mich , daß Herr Barnier hier eine Idee angesprochen hat , die mir am Herzen liegt und die ich auch gegenüber der Presse in Bordeaux schon geäußert habe - die Erarbeitung einer verstärkten europäischen Zivilschutzpolitik . ;157 7 315 1878 14 20 210 2303 1290 14 30 53 2378 531 211 4512 128 120 14 16 940 721 6277 644 20 16 210 188 136 5 6431 4 0 2047 1324 284 625 16 4820 456 2689 779 0 25;This is inadequate , and I am personally delighted that Mr Barnier has stated an idea close to my heart and which , moreover , I expressed when I told the press in Bordeaux what I am hoping for , and that is the establishment of a reinforced policy of European civil security . ;162 28 1102 20 53 117 681 2618 3836 31 47 2242 76 1697 13 2012 4602 37 844 6603 53 15 20 4447 20 117 1131 363 117 293 4 3367 3 30217 467 117 681 3672 61 20 53 31 28 4 325 12 35 2749 552 12 193 2768 17 26;This is not enough , and I look forward that Mr Barnier presented here a idea has said you addressed dear me , and I press have have been expressed - reinforcing European . ;162 28 77 2917 20 53 117 690 1885 31 47 2242 239 712 35 2012 76 532 448 3573 4305 766 20 53 117 3367 113 113 78 1131 638 550 193 26;2.15917851354625e-22;1;1
Trotzdem haben die Stürme in der letzten Dezemberwoche gezeigt , welche Folgen sie haben können und daß auf uns noch große Probleme zukommen werden . ;3406 95 16 0 4 5 1092 0 759 14 979 2344 241 95 311 20 30 9 285 613 580 374 10901 115 25;Nevertheless , the storms that took place in the last week of December showed us what the consequences can be and that there are major problems in store for us . ;4144 20 4 6407 31 1496 856 3 4 1416 1771 12 238 1517 295 467 4 2214 6 8 53 31 672 41 1020 388 3 2548 61 295 26;Nevertheless , crisis last has shown what the consequences guns and problems second . ;4144 20 2025 1416 76 852 467 4 2214 20197 53 388 1292 26;1.841896734657013e-11;1;2
Alle , die nach Straßburg mit dem Auto oder mit der Bahn angereist sind , konnten sich davon überzeugen , wie auch im Elsaß der Sturm gewütet hat . ;2687 14 16 147 2547 131 61 1375 69 131 5 7471 0 87 14 85 180 921 4687 14 420 188 73 0 5 6935 0 120 25;Anyone travelling to Strasbourg by car or by rail would have been able to see for themselves that storms raged in Alsace as well . ;3531 8652 37 2380 10 754 66 10 4425 427 113 78 79 37 1351 61 2941 31 6407 0 3 19714 21 22 26;All Strasbourg with the convince car or railways has in . ;918 2380 46 4 4373 754 66 7003 76 3 26;9.437754121763242e-17;1;3
Daher ist die Aufarbeitung des Schadholzes noch vor Beginn der wärmeren Jahreszeit unbedingt notwendig . ;1897 7 16 0 50 0 613 96 2802 5 0 0 1223 1853 25;That is why it is absolutely essential to deal with the fallen timber before the warmer weather arrives . ;1014 28 710 86 28 1939 1259 37 321 46 4 6810 6403 101 4 25160 4662 30581 26;It is therefore the of the has ;27 28 29 4 12 4 76;5.8130799176895055e-11;2;1
