Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Dann brauchen wir die Haftung des Landes , dessen Flagge das Schiff führt . ;1442 775 42 16 6349 50 774 14 429 16789 15 4416 1573 25;We also need the country whose flag the ship flies to bear liability . ;40 342 789 4 788 2912 7903 4 4132 0 37 619 5351 26;Then need we liability flag origin is ship . ;4772 789 318 5351 7903 528 28 4132 26;1.348376702315735e-08;1;2
Wir brauchen die Sicherheit , daß das Land , unter dessen Flagge das Schiff fährt , im Zweifelsfall die Haftung übernimmt . ;129 775 16 17 14 30 15 817 14 92 429 16789 15 4416 1384 14 73 0 16 6349 1008 25;We need to be sure that if need be , the country whose flag the ship is flying will accept liability . ;40 789 37 8 999 31 121 789 8 20 4 788 2912 7903 4 4132 28 17840 125 1608 5351 26;We need that the country its flag origin is ship takes liability . ;40 789 31 4 788 170 7903 528 28 4132 1012 5351 26;2.3121156018364447e-17;1;2
Das wird eine wunderbare Kontrolle ! ;157 139 211 10126 204 58;This would be a marvellous exercise in supervision ! ;162 427 8 35 19858 757 3 732 713;This a wonderful control . ;162 35 9089 218 26;0.00016598881590214435;1;1
Ich kann Ihnen garantieren , daß dann die Länder , die die Flagge vergeben , auch darauf achten , daß sie nicht haften müssen . ;107 371 445 3374 14 30 569 16 1527 14 16 16 16789 7726 14 188 561 754 14 30 241 315 0 317 25;I can assure you that those countries awarding flags would then take great care to avoid having to accept liability . ;117 6 3990 448 31 1241 715 19365 3955 427 330 689 320 769 37 736 1071 37 1608 5351 26;I can guarantee that countries flag are that . ;117 6 1400 31 715 7903 41 31 26;3.7726006415522206e-17;1;3
Wir brauchen fünftens die Garantie , daß dies für alle Schiffe in den Häfen und in den Gewässern der Europäischen Union gefordert wird , übrigens auch in den Beitrittsländern . Das heißt , daß diese Anforderungen , die ich genannt habe , für alle Gewässer gelten . ;129 775 0 16 11528 14 30 302 32 706 4598 4 33 4239 20 4 33 4240 5 62 266 1071 139 14 2048 188 4 33 7524 25 157 1819 14 30 127 3162 14 16 210 4613 284 14 32 706 3655 1422 25;In the fifth place , we need there to be a guarantee that these demands will apply to all ships using the ports and waterways of the European Union , and incidentally , that includes the candidate countries . ;451 4 588 856 20 318 789 672 37 8 35 1400 31 84 2166 125 920 37 223 3877 923 4 3958 53 19914 12 4 193 276 20 53 4275 20 31 1610 4 3424 715 26;We need hurt to that this safety-related all vessels in and the of the European Union the . means that that this I apply water environments . ;40 789 5641 37 31 124 16367 223 4313 3 53 4 12 4 193 276 4 26 11 31 31 124 117 920 2190 6308 26;7.813348179932233e-35;1;2
Dann möchte ich nicht , daß irgendjemand kommt und sagt Diese Anforderungen führen dazu , daß wir Arbeitsplätze in dem Hafen verlieren . ;1442 108 210 315 14 30 11686 1078 20 4421 1365 3162 269 1064 14 30 42 3550 4 61 7412 4331 25;I would not like to have someone coming and saying that these requirements will lead to job losses in the ports . ;117 427 77 118 37 113 1942 3231 53 3537 31 84 1244 125 981 37 1963 4681 3 4 3958 26;Then I want not that anyone Well this that we port , . ;4772 117 738 77 31 5990 934 124 31 318 6844 20 26;2.5860428026048613e-13;1;1
Die Gewerkschaften kommen , die Industrie kommt . ;37 8092 1374 14 16 4745 1078 25;The unions will have something to say as will industry . ;226 7412 125 113 2472 37 471 21 125 3147 26;The for the trade unions industry . ;226 61 4 2580 7412 3147 26;7.677892718070738e-05;1;2
Wir brauchen ein gutes Gedächtnis , Kolleginnen und Kollegen . ;129 775 67 6807 7086 14 56 20 57 25;A long memory will serve us well , ladies and gentlemen . ;1999 405 908 125 3347 295 22 20 1169 53 1170 26;We need a good and colleagues . ;40 789 35 30 53 1997 26;2.0283245144665723e-06;1;2
Da gucke ich viele von Ihnen an , die bisher nicht die Spitze der Umweltbewegung vertreten haben . ;3729 0 210 341 46 445 113 14 16 1101 315 16 7954 5 0 1641 95 25;I am looking at all those of you who have not exactly been at the forefront of the environmental movement . ;117 681 1948 242 223 1241 12 448 287 113 77 1140 78 242 4 11484 12 4 933 723 26;of to previously not represented . ;12 37 1563 77 4262 26;5.025893410097655e-15;1;3
Gehen Sie mal nach Hause und sagen Sie Um die Standards haben wir uns bisher nicht gekümmert . ;10480 394 698 147 2645 20 436 394 3702 16 5305 95 42 285 1101 315 0 25;Just you go home and say we have not concerned ourselves with standards to date . ;5176 448 423 337 53 471 318 113 77 42 686 46 273 37 1143 26;Are to do home and say the standards have . ;5759 37 580 337 53 471 4 273 113 26;3.973073483081042e-13;1;7
Wir brauchen ein gutes Gedächtnis , wenn es darum geht , was in den Häfen gefordert wird . ;129 775 67 6807 7086 14 278 27 419 417 14 184 4 33 4239 1071 139 25;We need to have a long memory when it comes to the demands being made in the ports . ;40 789 37 113 35 405 908 363 86 1076 37 4 2166 313 228 3 4 3958 26;We need a good if what the calling for ports . ;40 789 35 30 121 467 4 2119 61 3958 26;6.341789109111108e-12;1;2
Wir brauchen ein gutes Gedächtnis , wenn wir sagen Wir sind uns mal einig , was Hafengebühren und Hafenanforderungen angeht , und spielen in der Europäischen Union nicht einen gegen den anderen aus . ;129 775 67 6807 7086 14 278 42 436 129 87 285 698 2930 14 184 0 20 0 1320 14 20 2792 4 5 62 266 315 232 280 33 1242 181 25;We need to have a long memory when we say for once we are united , at last as far as port charges and requirements are concerned , and will not play one off against the other in the European Union . ;40 789 37 113 35 405 908 363 318 471 61 73 318 41 3787 20 242 1416 21 1098 21 6844 7093 53 1244 41 42 20 53 125 77 656 413 1005 177 4 731 3 4 193 276 26;We need a good if we are agree what and and European Union . ;40 789 35 30 121 318 41 583 467 53 53 193 276 26;1.4735053942206118e-24;1;3
Wenn wir das schaffen , sind wir in ein paar Jahren vielleicht besser dran ! ;112 42 15 2299 14 87 42 4 67 5762 741 1653 2601 10830 58;If we succeed in this then perhaps we will be better off in a few years time ! ;324 318 1367 3 124 330 704 318 125 8 112 1005 3 35 1730 397 398 713;If we we perhaps few off without it ! ;324 318 318 704 1730 1005 1056 86 713;1.1711134451697668e-11;1;2
Herr Präsident ! Frau Roth-Behrendt hat mir aus dem Herzen gesprochen . ;53 54 58 617 11846 120 940 181 61 6277 411 25;Mr President , Mrs Roth-Behrendt expressed very many of my own thoughts . ;47 58 20 2185 11193 1131 372 812 12 844 1195 5192 26;Mr President , Roth-Behrendt countries me the . ;47 58 20 11193 715 766 4 26;1.942090556352265e-06;1;2
Sie hat uns eine perfekte Zusammenstellung der verschiedenen Maßnahmen geliefert . ;394 120 285 211 16786 0 5 59 179 6528 25;We have now obtained a first-rate enumeration of a variety of measures . ;40 113 362 3225 35 34036 29690 12 35 6216 12 644 26;They a various measures Helsinki . ;851 35 59 644 980 26;1.99215800033919e-07;1;2
Wir benötigen ein unabhängiges und transparentes Verfahren . ;129 1930 67 11587 20 16829 1319 25;We need independent procedures and procedures involving public control . ;40 789 2908 1907 53 1907 2859 971 218 26;We a an independent and procedure . ;40 35 13 2908 53 1300 26;5.0537497510992236e-05;1;2
Es ist nicht vertretbar , wenn Maßnahmen , die mit den Richtlinien der Kommission zur Umweltverbesserung im Einklang stehen , nicht durchgeführt werden dürfen , weil sie als unzulässige Werftenförderung betrachtet werden . ;416 7 315 18711 14 278 179 14 16 131 33 2307 5 219 222 0 73 252 792 14 315 4568 115 1282 14 469 241 354 0 0 4192 115 25;It is not an acceptable procedure that measures to improve the environment , which are in keeping with the Commission s guidelines , cannot be taken because these are considered to constitute prohibited aid to shipyards . ;27 28 77 13 2202 1300 31 644 37 533 4 1459 20 15 41 3 3479 46 4 227 24 1659 20 684 8 855 481 84 41 1564 37 4917 9008 1207 37 14193 26;It is not if measures the Commission to line not because will be will be . ;27 28 77 121 644 4 227 37 3110 77 481 125 8 125 8 26;1.3935509304569334e-23;1;4
Herr Präsident , wir werden für den Entschließungsantrag der GUE/NGL Fraktion stimmen , weil er die Verantwortlichkeit von Total-Fina für diese ökologische Katastrophe anprangert , und ich befürworte den Vorschlag , Gefälligkeitsflaggen sowie den Einsatz von überalterten Schiffen zu verbieten bzw . eine doppelwandige Außenhaut für Öltanker vorzuschreiben . ;53 54 14 42 115 32 33 5766 5 0 1011 2276 14 469 700 16 5768 46 0 32 127 1988 2421 0 14 20 210 8082 33 233 14 0 271 33 2249 46 0 4425 28 5893 2286 25 211 0 0 32 0 16173 25;Mr President , we shall vote in favour of the GUE/NGL Group resolution because it denounces Total-Fina s responsibility in this ecological disaster and I endorse the proposal that flags of convenience and the use of superannuated vessels should be prohibited , or that double hulls should be mandatory for oil tankers . ;47 58 20 318 331 1181 3 1015 12 4 11079 234 1065 481 86 0 0 24 2611 3 124 1365 3898 53 117 1187 4 240 31 3955 12 3956 53 4 705 12 38179 4313 33 8 9008 20 66 31 4124 4125 33 8 5858 61 6022 12341 26;the , proposal timely the use of ships ban or . for . ;4 20 240 6548 4 705 12 3877 926 66 26 61 26;1.7671840575787942e-32;1;2
Lassen Sie mich noch hinzufügen , daß es wohl das Mindeste wäre , daß Total in vollem Umfang für die Wiedergutmachung der unmittelbaren und mittelbaren Schäden infolge der Ölpest aufkommt . ;2424 394 1290 613 2459 14 30 27 784 15 13249 1510 14 30 0 4 5160 2232 32 16 8730 5 11388 20 0 5820 12643 5 0 18466 25;I shall only add that it would be the least that Total could do to compensate for the direct and indirect damage caused by the oil slick . ;117 331 7 2310 31 86 427 8 4 2490 31 5984 461 580 37 2106 61 4 968 53 5432 3880 1557 10 4 6022 17820 26;Let add that the small matter that repairing and damage . ;334 2310 31 4 1021 1077 31 19583 53 3880 26;4.991658969799858e-20;1;2
Im Grunde liegt das Problem doch darin , daß alle Regierungen ebenso wie alle europäischen Institutionen Großkonzernen wie Total-Fina und ihresgleichen das Recht zugestehen , ihre Profite auf Kosten ihrer Arbeitnehmer wie auch auf Kosten der Umwelt zu maximieren . ;1163 1715 644 15 116 348 650 14 30 706 2470 44 420 706 779 780 0 420 0 20 0 15 309 6950 14 807 7846 9 2143 93 1162 420 188 9 2143 5 1481 28 15822 25;The crux of the problem is that all governments , and indeed all the European institutions , acknowledge the right of major corporations such as Total-Fina and its ilk to maximise profits whether it be harmful to their employees or to the environment . ;226 22874 12 4 123 28 31 223 2321 20 53 1123 223 4 193 793 20 6024 4 871 12 1020 7803 972 21 0 53 170 0 37 15209 7196 1142 86 8 2720 37 111 305 66 37 4 1459 26;After all In is the problem , that all governments also all European institutions upheld the Tyrol claim their workers environment maximise . ;1629 223 451 28 4 123 20 31 223 2321 342 223 193 793 9344 4 19869 2656 111 1505 1459 15209 26;3.295531487095605e-29;1;2
Sie gestehen den Unternehmen und den Banken das Geschäftsgeheimnis zu , selbst wenn dadurch wirklich kriminelle Handlungen gedeckt werden . ;394 9365 33 1760 20 33 6238 15 0 28 14 666 278 723 1921 8637 8724 6024 115 25;They accept the professional confidentiality of business and banks , even though this same confidentiality serves to conceal what are essentially criminal actions . ;851 1608 4 4089 8273 12 1160 53 3419 20 976 1263 124 962 8273 3935 37 5472 467 41 2782 3176 184 26;have and the banks looking when genuinely criminally . ;113 53 4 3419 1948 363 8357 12221 26;4.716022588036163e-13;1;2
Herr Präsident , liebe Kolleginnen und Kollegen ! Ich bin dafür , daß wir die Vorschriften über die Hafenstaatenkontrolle und die Vorschriften über Klassifizierungsgesellschaften verschärfen . ;53 54 14 1178 56 20 57 58 107 675 938 14 30 42 16 2620 153 16 0 20 16 2620 153 0 8377 25;Mr President , I am in favour of tightening up the legislation on port state control and on classification societies . ;47 58 20 117 681 3 1015 12 10924 890 4 279 82 6844 39 218 53 82 3099 436 26;Mr President , ladies and gentlemen , I am in that we and provisions on . ;47 58 20 1169 53 1170 20 117 681 3 31 318 53 2387 82 26;4.5505740113328745e-15;1;2
Wir müssen aber auch bei den Tatsachen bleiben . ;129 317 383 188 228 33 8491 678 25;However , we must stick to the facts . ;843 20 318 347 892 37 4 5548 26;We must the remain facts . ;40 347 4 677 5548 26;2.9378387665280288e-06;1;1
An der Zahl der Untersuchungen kann es nicht liegen es kommt vielmehr darauf an , die Intensität der Kontrollen sicherzustellen . ;1731 5 1198 5 6129 371 27 315 544 27 1078 327 561 113 14 16 12609 5 734 8080 25;The answer cannot lie in the number of investigations but rather in guaranteeing the rigour with which the controls are undertaken . ;226 479 684 6876 3 4 868 12 5647 322 1176 3 2691 4 5304 46 15 4 2464 41 3013 26;the number cannot of controls ensure . ;4 868 684 12 2464 770 26;1.134899738724556e-15;1;2
Das kann ich nicht akzeptieren . ;157 371 210 315 4513 25;I cannot accept this . ;117 684 1608 124 26;This , I not accept . ;162 20 117 77 1608 26;0.00032193094566812866;1;3
Dann müssen die Kontrollen auch so durchgeführt werden , daß der Inspektor nicht nur an Bord geht und nachschaut , ob irgendwo ein Feuerlöscher fehlt , sondern dann müssen Materialprüfungen vorgenommen werden , denn dieses Schiff ist offensichtlich wegen Materialübermüdung auseinandergebrochen . ;1442 317 16 734 188 208 4568 115 14 30 5 0 315 8 113 11407 417 20 0 14 1469 10476 67 0 2118 14 326 569 317 0 3820 115 14 568 207 4416 7 2982 4724 0 0 25;The controls must also be carried out in such a way that the inspector does not just go on board and check whether there are any fire extinguishers missing , rather there must be materials testing , for this ship obviously broke up on account of material fatigue . ;226 2464 347 342 8 2165 1073 3 972 35 486 31 4 6944 456 77 340 423 82 6338 53 3293 1142 672 41 452 6395 0 2017 20 1176 672 347 8 1382 4780 20 61 124 4132 2420 12243 890 82 2179 12 6927 13758 26;must Then the that the and , elsewhere a a but must to because this ship is obviously . ;347 4772 4 31 4 53 20 2435 35 35 322 347 37 481 124 4132 28 2420 26;4.998754512556124e-33;1;8
Wenn sich herausstellen sollte , daß eine oder mehrere Klassifizierungsgesellschaften Gefälligkeitsgutachten abgegeben haben , dann gehören sie von der Liste der zulässigen Klassifizierungsgesellschaften gestrichen ! ;112 180 1989 694 14 30 211 69 441 0 0 6213 95 14 569 966 241 46 5 3174 5 9976 0 9959 58;If it should become apparent that one or more classification companies have provided reports by way of favours then they should be struck off the list of authorised classification companies . ;324 86 33 666 4211 31 413 66 65 3099 1434 113 134 4386 10 486 12 9812 330 108 33 8 4714 1005 4 2455 12 5531 3099 1434 26;If that a they . ;324 31 35 108 26;1.3185575772162544e-19;1;2
Das ist die einzige Abschreckung , um zu verhindern , daß andere Klassifizierungsgesellschaften auch Gefälligkeitsgutachten abgeben . ;157 7 16 2055 0 14 390 28 616 14 30 825 0 188 0 6960 25;That is the only deterrent we have for preventing other classification companies from following suit . ;1014 28 4 7 5495 318 113 61 523 731 3099 1434 186 1534 7229 26;This is the to prevent that other . ;162 28 4 37 626 31 731 26;6.537572475638108e-13;1;2
Liebe Kollegin Roth-Behrendt , wir haben den TÜV für Schiffe . Die Klassifizierungsgesellschaften sind der TÜV für die Schiffe ! ;6715 3329 11846 14 42 95 33 0 32 4598 25 37 0 87 5 0 32 16 4598 58;Mrs Roth-Behrendt , we already have a TÜV ( organisation for safety testing ) for ships in the form of the classification companies . ;2185 11193 20 318 271 113 35 0 900 4094 61 360 4780 902 61 3877 3 4 524 12 4 3099 1434 26;Ladies Roth-Behrendt , we for . are for . ;4326 11193 20 318 61 26 41 61 26;7.87625156476146e-15;1;1
Es gibt auch gute Gesellschaften . ;416 1385 188 2066 3354 25;There are reputable companies too . ;1363 41 14003 1434 404 26;also valuable societies . ;342 5649 436 26;2.741636129735411e-07;1;1
Herr Präsident , ich begrüße die Feststellungen der Kommissarin . ;53 54 14 210 509 16 5696 5 1349 25;Mr President , I welcome the statement from the Commissioner . ;47 58 20 117 530 4 571 186 4 1168 26;Mr President , I welcome the Commissioner . ;47 58 20 117 530 4 1168 26;4.894832418929105e-05;1;1
Ich möchte allen , die in irgendeiner Form von den Folgen des Auseinanderbrechens und Sinkens des Öltankers Erika betroffen sind , mein Mitgefühl aussprechen . ;107 108 216 14 16 4 4201 2154 46 33 2344 50 0 20 0 50 0 4158 4297 87 14 1459 7085 5607 25;I would like to express my sympathy with all those who are dealing with the consequences of the breaking up and sinking of the oil tanker Erika . ;117 427 118 37 1307 844 6527 46 223 1241 287 41 2724 46 4 2214 12 4 9219 890 53 3604 12 4 6022 17810 3875 26;I would like consequences and Karla the of the . ;117 427 118 2214 53 18238 4 12 4 26;3.39328892208157e-18;1;2
Wir haben es hier sowohl mit einer Umweltkatastrophe als auch einer beklagenswerten Verschwendung von Ressourcen zu tun . ;129 95 27 531 1051 131 456 17290 354 188 456 0 3743 46 497 28 800 25;This has been an environmental disaster as well as a deplorable waste of resources . ;162 76 78 13 933 3898 21 22 21 35 9615 2212 12 300 26;We have a as of resources . ;40 113 35 21 12 300 26;9.71736895048625e-13;1;2
Wir können daher meiner Ansicht nach auch von den Schiffseignern , dem Flaggenstaat und den Inspektionsbehörden erwarten , daß sie ihren Teil der Verantwortung übernehmen . ;129 311 1138 1712 480 147 188 46 33 0 14 61 0 20 33 0 1130 14 30 241 762 1293 5 2816 4628 25;This suggests to me that we should also look to the shipowners , to the flag state and the inspection authorities to shoulder their share of the responsibility . ;162 1189 37 766 31 318 33 342 690 37 4 9616 20 37 4 7903 39 53 4 4126 537 37 13264 111 782 12 4 2611 26;We can therefore I put , and expect that responsibility . ;40 6 29 117 348 20 53 645 31 2611 26;1.2664801392077066e-19;1;2
Ich unterstütze die Forderung danach , daß die Klassifizierungsgesellschaften auch den baulichen Zustand der Schiffe überwachen und entsprechend zur Verantwortung gezogen werden können . ;107 4937 16 2166 2149 14 30 16 0 188 33 0 3624 5 4598 1497 20 1438 222 2816 5455 115 311 25;I support calls to ensure that the classification societies effectively monitor vessels structural conditions and are held accountable for their actions . ;117 133 3794 37 770 31 4 3099 436 4330 3600 4313 2251 258 53 41 2663 6731 61 111 184 26;I support the that the state vessels and . ;117 133 4 31 4 39 4313 53 26;8.423448877722705e-18;1;2
Die Forderung nach Veränderungen der Rumpfkonstruktion und vor allem nach Doppelhüllen-Tankschiffen ist zwar vernünftig , eine entsprechende Umstellung der gesamten Flotte kostet jedoch Zeit . ;37 2166 147 1013 5 0 20 96 295 147 0 7 843 2697 14 211 1397 8957 5 590 12927 13502 822 291 25;Calls for design improvements in hull construction , especially double-hulled vessels , are sensible but take time to be implemented throughout the fleet . ;10850 61 1388 5616 3 19103 2330 20 944 17819 4313 20 41 1806 322 689 398 37 8 2109 275 4 6820 26;for the before is reasonable fleet costs fact deal , money wasting time . ;61 4 101 28 2509 6820 2233 531 321 20 206 17191 398 26;2.624549381571206e-17;1;1
Deshalb halte ich es für erforderlich , in zwei Richtungen zu handeln . ;1010 1115 210 27 32 2730 14 4 372 12879 28 5534 25;I therefore believe that it is necessary to act in two ways . ;117 29 208 31 86 28 299 37 34 3 386 795 26;Therefore I act . ;939 117 34 26;2.6102720671100864e-09;1;2
Gestatten Sie mir dazu noch einige Bemerkungen ;2489 394 940 1064 613 146 3775;In addition , I should like to make a number of comments ;451 1212 20 117 33 118 37 119 35 868 12 1334;Allow still some comments ;4570 639 149 1334;0.00025791027569846604;1;2
Hier müssen wir mit unseren Bemühungen ansetzen . ;778 317 42 131 318 2359 18144 25;That should be the starting point for our efforts . ;1014 33 8 4 2138 1089 61 154 2271 26;must This we our efforts . ;347 162 318 154 2271 26;7.205706270588155e-05;1;2
Das darf uns jedoch nicht dazu verleiten , die gesamte Handelsschiffahrt an den Pranger zu stellen , diesen für die Wirtschaft so wichtigen Sektor , der rund ein Drittel des Transportaufkommens abdeckt . Wir müssen also maßvoll , streng , aber auch vernünftig reagieren . ;157 1254 285 822 315 1064 17535 14 16 1966 0 113 33 17153 28 2117 14 313 32 16 1168 208 195 683 14 5 5261 67 9743 50 0 3413 25 129 317 720 0 14 14040 14 383 188 2697 5612 25;However , this should not lead us to accuse the whole merchant marine , which is an important sector of the economy , covering as it does 1/3 of transport requirements , which is why our reaction needs to be measured strict , but correct . ;843 20 124 33 77 981 295 37 6619 4 567 9352 7363 20 15 28 13 183 692 12 4 1809 20 5269 21 86 456 0 12 975 1244 20 15 28 710 154 4778 298 37 8 6467 2459 20 322 1482 26;So This must but full naming sector on economy management third of the covering . must which of the respond . ;724 162 347 322 1092 15418 692 82 1809 2216 1508 12 4 5269 26 347 15 12 4 301 26;9.06772451663773e-31;1;2
Ich bin überhaupt nicht dagegen , daß über eine Verschärfung des Gemeinschaftsrechts nachgedacht wird , aber wir müssen , wie auch andere Kollegen betont haben , von der Umsetzung ausgehen , denn - und das dürfen wir keinesfalls vergessen - einen Rechtsrahmen auf der Ebene der Europäischen Union gibt es ja bereits . ;107 675 701 315 4305 14 30 153 211 7172 50 6646 5822 139 14 383 42 317 14 420 188 825 57 2445 95 14 46 5 52 3367 14 568 625 20 15 1282 42 3249 1283 625 232 6444 9 5 635 5 62 266 1385 27 529 260 25;I have no objection to examining an amendment making Community law stricter but , as other members have stressed , we need to start with application , because there is already a legal framework at European Union level and we must not lose sight of that fact . ;117 113 740 5498 37 1490 13 2123 998 250 2540 3895 322 20 21 731 150 113 4804 20 318 789 37 1004 46 2985 20 481 672 28 271 35 263 562 242 193 276 648 53 318 347 77 4061 458 12 31 531 26;I am not against that merit of the thought Community law but we must other said because and must we under any circumstances forget European Union . ;117 681 77 177 31 5080 12 4 865 250 2540 322 318 347 731 532 481 53 347 318 1007 452 1926 1820 193 276 26;7.40150720647058e-36;1;2
Auch ich , Frau Kommissarin , möchte Ihnen für die schnelle Reaktion Ihres Bereichs auf diesen Zwischenfall und für die Maßnahmen danken , die bereits getroffen werden und die schon laufen . ;892 210 14 617 1349 14 108 445 32 16 6184 3534 4351 8621 9 313 9618 20 32 16 179 448 14 16 260 1399 115 20 16 2047 5758 25;Commissioner , I would also like to thank you for the speedy response of your department to this event and the measures which are being adopted and implemented . ;1168 20 117 427 342 118 37 449 448 61 4 4106 2164 12 1234 7925 37 124 453 53 4 644 15 41 313 1376 53 2109 26;I Commissioner , rapid response to this incident and measures thanking already now complete and . ;117 1168 20 5165 2164 37 124 5060 53 644 4921 271 362 1993 53 26;5.550296701348613e-26;1;1
Ich spreche von dem doppelwandigen Schiffskörper , der eine doppelte Stahlschicht darstellt , wodurch die Behälter jeweils in zwei Tanks geteilt sind . ;107 1782 46 61 0 0 14 5 211 3211 0 4178 14 9466 16 0 3976 4 372 0 5339 87 25;I am referring to the double hull , which consists of two layers of steel , with containers divided into two tanks . ;117 681 1859 37 4 4124 19103 20 15 8311 12 386 27097 12 13415 20 46 4465 2064 847 386 17576 26;I to on the dual the two . ;117 37 82 4 2961 4 386 26;1.3706217426790753e-14;1;2
Frau Kommissarin ! Viele Experten sind der Ansicht , daß der doppelwandige Schiffskörper nicht sicher genug ist , und schlagen den sogenannten ökologischen Schiffskörper vor , bei dem im Fall eines Unglücks das Seewasser in die Behälter eindringt , und das Öl durch den Druck in andere Tanks geleitet wird . ;617 1349 58 5769 3819 87 5 480 14 30 5 0 0 315 854 1878 7 14 20 6403 33 1030 1389 0 96 14 228 61 73 908 11 0 15 0 4 16 0 0 14 20 15 4175 189 33 491 4 825 0 5268 139 25;Commissioner , there are many experts who consider that the double hull is not sufficiently safe and propose the so-called ecological hull in which case , in the event of an accident , the seawater penetrates the containers and , as a result of pressure , the oil is transferred to other tanks . ;1168 20 672 41 812 3577 287 109 31 4 4124 19103 28 77 1811 759 53 2879 4 1108 1365 19103 3 15 922 20 3 4 453 12 13 3540 20 4 31762 13528 4 4465 53 20 21 35 1291 12 505 20 4 6022 28 8251 37 731 17576 26;Commissioner , many are that the enough and we propose ecological would very much eventually of is the and the the other . ;1168 20 812 41 31 4 2917 53 318 2879 1365 427 372 781 2409 12 28 4 53 4 4 731 26;6.370083175361254e-35;1;2
In diesem Sinne glaube ich , daß es nicht ausreicht , uns auf das Kopieren einer in anderen Ländern geltenden Gesetzgebung zu beschränken . ;437 137 472 209 210 14 30 27 315 11749 14 285 9 15 0 456 4 1242 727 3357 1048 28 4531 25;It is therefore not sufficient to merely reproduce the legislation in force in other countries . ;27 28 29 77 1758 37 1691 28281 4 279 3 2974 3 731 715 26;In this , I believe that enough be a other countries legislation restrict . ;451 124 20 117 208 31 2917 8 35 731 715 279 4005 26;1.0287355634984843e-16;1;2
Man würde in der Öffentlichkeit schwerlich verstehen , daß man von einem gemeinsamen Rechtsraum sowie von einem gemeinsamen Luftraum und einem gemeinsamen Eisenbahnverkehrsraum und vom Binnenmarkt spricht , nicht aber von einem Seeverkehrsraum . ;361 594 4 5 2051 15588 4888 14 30 201 46 48 267 0 271 46 48 267 15251 20 48 267 0 20 743 1137 2694 14 315 383 46 48 0 25;Public opinion would find it hard to understand that we talk about a common judicial area , common airspace , a common rail area and a single market , but not a common maritime area . ;4434 492 427 210 86 1842 37 903 31 318 4403 339 35 274 289 160 20 274 6475 20 35 274 4425 160 53 35 1693 1266 20 322 77 35 274 1826 160 26;We would mean public is that a and a and and speaks , not a . ;40 427 2570 971 28 31 35 53 35 53 53 2507 20 77 35 26;4.038972823920265e-26;1;7
Manchmal reglementieren wir Dinge , die weitgehend subsidiar behandelt werden könnten . ;11207 0 42 1105 14 16 3537 0 3456 115 1892 25;We sometimes regulate things which could , by and large , remain subsidiary . ;40 905 5258 1103 15 461 20 10 53 1100 20 677 4495 26;Sometimes we treated could . ;3574 318 3212 461 26;4.4854905899278336e-08;1;2
Nach der Anpassung unserer Rechtsvorschriften muß es also ein Folgerecht geben . ;2212 5 2021 422 273 334 27 720 67 0 66 25;Therefore , once our legislation has been brought into line , we must follow this up immediately with appropriate law . ;939 20 73 154 279 76 78 3109 847 3110 20 318 347 2792 124 890 2892 46 1828 2540 26;The next adaptation of our therefore one insultingly give . ;226 1260 3058 12 154 29 413 26765 477 26;4.302644640839437e-08;1;4
Ich hoffe , daß alle Fraktionen uns bei diesem Antrag auf eine öffentlichen Anhörung unterstützen . ;107 1845 14 30 706 2277 285 228 137 1667 9 211 3299 4711 765 25;I hope that all political groups will support us in our request for a public hearing . ;117 136 31 223 668 1054 125 133 295 3 154 1833 61 35 971 2303 26;I hope that all groups this hearing a . ;117 136 31 223 1054 124 2303 35 26;1.2336611806812393e-11;1;2
Die Katastrophe ist auf Materialermüdung des Öltankers zurückzuführen . ;37 2421 7 9 0 50 0 5625 25;The cause of the disaster must be sought in the weakened structure of the oil tanker . ;226 3301 12 4 3898 347 8 5415 3 4 6859 1592 12 4 6022 17810 26;the due . ;4 1210 26;3.8138195758746185e-06;1;2
Die Internationale Seeschiffahrtsorganisation hat hierfür internationale Regelungen erlassen . ;37 4105 0 120 1620 3097 4182 5641 25;The International Maritime Organisation has issued international rules in this connection . ;226 1635 12336 1917 76 8472 647 1905 3 124 2252 26;The International has international . ;226 1635 76 647 26;0.00023171073972807474;1;2
Wir haben die Hafenstaatenkontrolle . ;129 95 16 0 25;States can carry out port inspections . ;75 6 3556 1073 6844 4311 26;We have . ;40 113 26;0.0017651426197373122;1;4
Ganz eindeutig mangelt es nicht an Vorschriften . ;433 1240 4184 27 315 113 2620 25;It is clear that there is no lack of legislation . ;27 28 72 31 672 28 740 2520 12 279 26;clearly lacking not legislation . ;1024 5700 77 279 26;7.876556914364147e-06;1;2
Die Kommissarin hat , wie ich meine , völlig recht . ;37 1349 120 14 420 210 836 14 1195 4849 25;In my opinion , the Commissioner is quite right . ;451 844 492 20 4 1168 28 120 871 26;The Commissioner has of I believe totally . ;226 1168 76 12 117 208 2088 26;2.2378094323936536e-07;1;2
Woran es hapert , ist die Anwendung der bereits existierenden Regelungen . ;0 27 0 14 7 16 3282 5 260 4621 4182 25;Where the scheme falters is in the enforcement of existing legislation . ;2016 4 676 0 28 3 4 9024 12 3086 279 26;will happen - , is the apply of the rules . ;125 2176 638 20 28 4 920 12 4 1905 26;1.0238279157930246e-10;1;2
